SuburbId,PostalCode,Suburb,Latitude,Longitude
66,4802,Airlie Beach,-20.267869,148.716223
67,3851,Airly,-38.035548,147.084398
68,3042,Airport West,-37.711698,144.887037
69,4807,Airville,-19.653542,147.337255
70,4814,Aitkenvale,-19.297714,146.764341
71,6532,Ajana,-27.948607,114.611320
72,7216,Akaroa,-41.304515,148.316711
73,2546,Akolele,-36.355798,150.076850
74,4820,Alabama Hill,-20.082915,146.249367
75,810,Alawa,-12.378451,130.877014
76,5311,Alawoona,-34.735891,140.508785
77,3424,Albacutya,-35.691918,141.974601
78,3021,Albanvale,-37.745934,144.770027
79,6332,Albany,-32.046559,115.974463
80,4035,Albany Creek,-27.345529,152.968403
81,2873,Albert,-32.415860,147.508111
82,5014,Albert Park,-34.878311,138.521348
83,4702,Alberta,-24.325475,149.782526
84,7263,Alberton,-41.293087,147.789324
85,3971,Alberton West,-38.598686,146.587948
86,4822,Albion,-21.509030,142.693170
87,7050,Albion Heights,-42.956086,147.322982
88,2527,Albion Park,-34.570722,150.775031
89,2527,Albion Park Rail,-34.560838,150.795750
90,2640,Albury,-36.082137,146.910174
91,7330,Alcomie,-40.934871,145.185229
92,2440,Aldavilla,-31.058949,152.768142
93,4051,Alderley,-27.424422,153.000517
94,4650,Aldershot,-25.466599,152.656881
95,6306,Aldersyde,-32.374225,117.305815
96,5154,Aldgate,-35.014141,138.733092
97,5173,Aldinga,-35.267326,138.483136
98,5173,Aldinga Beach,-35.278875,138.461803
99,4694,Aldoga,-23.835292,151.071334
100,2870,Alectown,-32.933075,148.257653
101,6064,Alexander Heights,-31.827610,115.867134
102,3714,Alexandra,-37.191307,145.711061
103,6288,Alexandra Bridge,-34.160621,115.199569
104,4572,Alexandra Headland,-26.670635,153.108029
105,4161,Alexandra Hills,-27.522774,153.220455
106,4825,Alexandria,-21.164318,149.098918
107,5555,Alford,-33.815180,137.821268
108,2234,Alfords Point,-33.993303,151.024751
109,6154,Alfred Cove,-32.034236,115.808606
110,3350,Alfredton,-37.556958,143.817225
111,2650,Alfredtown,-35.161474,147.512382
112,4115,Algester,-27.611303,153.033518
113,872,Ali Curung,-20.998545,134.382200
114,2460,Alice,-29.050238,152.587447
115,4610,Alice Creek,-26.760017,151.631701
116,4817,Alice River,-19.326610,146.599710
117,871,Alice Springs,-12.436101,130.840590
118,2420,Alison,-32.434801,151.771934
119,6038,Alkimos,-32.289149,115.723047
120,3823,Allambee,-38.263213,146.034059
121,3871,Allambee Reserve,-38.285262,146.054894
122,3871,Allambee South,-38.343735,146.099585
123,2100,Allambie Heights,-33.765076,151.248864
124,4370,Allan,-28.195568,151.949533
125,4310,Allandale,-27.997335,152.714213
126,6525,Allanooka,-29.047262,115.029078
127,3691,Allans Flat,-36.276114,146.909823
128,3277,Allansford,-38.386474,142.590674
129,6225,Allanson,-33.337529,116.098061
130,2218,Allawah,-33.970018,151.114517
131,2671,Alleena,-34.109459,147.140966
132,5009,Allenby Gardens,-34.904334,138.555148
133,3364,Allendale,-37.368711,143.938548
134,5291,Allendale East,-38.003369,140.708940
135,5373,Allendale North,-34.303983,138.917658
136,7150,Allens Rivulet,-43.010680,147.204063
137,4700,Allenstown,-23.388939,150.502867
138,4285,Allenview,-27.901257,152.939081
139,3305,Allestree,-38.274855,141.646078
140,2441,Allgomera,-30.816097,152.831369
141,4816,Alligator Creek,-19.424915,146.947198
142,4850,Allingham,-18.643978,146.164126
143,4362,Allora,-28.035848,151.982723
144,4670,Alloway,-24.952376,152.362140
145,2425,Allworth,-32.541688,151.960927
146,2311,Allynbrook,-32.363343,151.536229
147,6535,Alma,-28.233375,114.693575
148,2659,Alma Park,-35.604129,146.791693
149,4871,Almaden,-17.340063,144.678134
150,3727,Almonds,-36.232281,146.056216
151,3979,Almurta,-38.434865,145.558415
152,7150,Alonnah,-43.321476,147.242183
153,4871,Aloomba,-17.116260,145.834863
154,4724,Alpha,-23.649656,146.641074
155,3078,Alphington,-37.780767,145.031160
156,2575,Alpine,-34.409517,150.523957
157,4825,Alpurrurulam,-20.978500,137.846391
158,4702,Alsace,-23.275888,149.350507
159,2477,Alstonvale,-28.805607,153.445477
160,2477,Alstonville,-28.842125,153.440360
161,4702,Alton Downs,-23.307182,150.388035
162,5351,Altona,-34.597167,138.913620
163,3025,Altona East,-37.835657,144.859950
164,3025,Altona Gate,-37.825297,144.842988
165,3028,Altona Meadows,-37.871632,144.778084
166,3025,Altona North,-37.842879,144.850049
167,2460,Alumy Creek,-29.640920,152.951448
168,4807,Alva,-19.457502,147.481727
169,3249,Alvie,-38.244321,143.481901
170,4570,Amamoor,-26.345240,152.674989
171,4570,Amamoor Creek,-26.359522,152.563309
172,2914,Amaroo,-35.170334,149.125877
173,872,Amata,-25.962716,131.606872
174,6632,Ambania,-28.695321,115.118798
175,2560,Ambarvale,-34.080467,150.803644
176,4871,Amber,-17.747312,144.315660
177,6280,Ambergate,-33.711626,115.326277
178,4306,Amberley,-27.640431,152.702399
179,7310,Ambleside,-41.206124,146.372948
180,4695,Ambrose,-23.785682,150.926796
181,4462,Amby,-26.549209,148.186897
182,6338,Amelup,-34.238467,118.220878
183,5222,American Beach,-35.776943,137.876499
184,5221,American River,-35.773049,137.779956
185,3371,Amherst,-37.146466,143.670166
186,4352,Amiens,-28.583622,151.801093
187,4183,Amity,-27.397888,153.439075
188,4183,Amity Point,-27.396485,153.440140
189,872,Amoonguna,-23.747506,133.926632
190,3825,Amor,-37.941242,146.399804
191,3468,Amphitheatre,-37.182344,143.399915
192,5431,Amyton,-32.603434,138.327394
193,3221,Anakie,-37.896843,144.253862
194,5464,Anama,-33.717096,138.553465
195,2320,Anambah,-32.676068,151.495133
196,3715,Ancona,-36.972266,145.790539
197,5722,Andamooka,-30.449401,137.163989
198,4740,Andergrove,-21.096937,149.185333
199,4570,Anderleigh,-25.998421,152.673583
200,3995,Anderson,-38.527605,145.446731
201,2631,Ando,-36.739931,149.261211
202,7120,Andover,-42.329996,147.460643
203,5454,Andrews,-33.598997,138.631237
204,5114,Andrews Farm,-34.671461,138.666778
205,4800,Andromache,-20.584521,148.420002
206,4355,Anduramba,-27.134613,152.085883
207,2621,Anembo,-35.805448,149.428330
208,5255,Angas Plains,-35.317169,138.997514
209,5238,Angas Valley,-34.755133,139.306156
210,5353,Angaston,-34.501149,139.046829
211,6642,Angelo River,-24.078602,118.010422
212,3393,Angip,-36.102371,142.224515
213,5010,Angle Park,-34.859133,138.560673
214,5117,Angle Vale,-34.641224,138.643948
215,2550,Angledale,-36.635750,149.857154
216,2832,Angledool,-29.113122,147.902562
217,2629,Anglers Reach,-35.999196,148.664848
218,3898,Anglers Rest,-37.019423,147.470661
219,3230,Anglesea,-38.405129,144.189268
220,2464,Angourie,-29.481012,153.359964
221,6167,Anketell,-32.227693,115.870492
222,2316,Anna Bay,-32.776919,152.083274
223,5356,Annadale,-34.389315,139.388418
224,4814,Annandale,-19.317818,146.774576
225,2156,Annangrove,-33.657772,150.943505
226,4103,Annerley,-27.511609,153.031832
227,6280,Anniebrook,-33.664807,115.150875
228,3549,Annuello,-34.847699,142.830117
229,7216,Ansons Bay,-41.037887,148.268340
230,4070,Anstead,-27.545591,152.872270
231,5222,Antechamber Bay,-35.801741,138.072715
232,4310,Anthony,-27.878177,152.684078
233,4650,Antigua,-25.638213,152.602531
234,7120,Antill Ponds,-42.204006,147.401352
235,6714,Antonymyre,-20.663163,117.093371
236,3414,Antwerp,-36.298418,142.024557
237,5237,Apamurra,-34.855242,139.196770
238,5413,Apoinga,-33.928076,138.937581
239,3233,Apollo Bay,-38.748434,143.670432
240,5480,Appila,-33.050537,138.428080
241,3579,Appin,-35.878433,143.872782
242,3677,Appin Park,-36.353243,146.297244
243,3579,Appin South,-35.940964,143.859905
244,4660,Apple Tree Creek,-25.215210,152.233998
245,2850,Apple Tree Flat,-32.685217,149.705047
246,2340,Appleby,-30.964928,150.825148
247,6153,Applecross,-32.019400,115.833223
248,4378,Applethorpe,-28.613948,151.955491
249,2330,Appletree Flat,-32.512305,150.864848
250,7190,Apslawn,-41.956623,148.164872
251,3319,Apsley,-36.967557,141.080748
252,2630,Arable,-36.367368,148.945534
253,2431,Arakoon,-30.888231,153.066955
254,2622,Araluen,-35.646930,149.812149
255,2622,Araluen North,-35.628549,149.804609
256,4726,Aramac,-22.972160,145.245430
257,4620,Aramara,-25.611275,152.325924
258,4054,Arana Hills,-27.397523,152.959538
259,4625,Aranbanga,-25.806808,151.670067
260,2614,Aranda,-35.257964,149.075648
261,3409,Arapiles,-36.779163,141.762526
262,3377,Ararat,-37.284301,142.928227
263,4309,Aratula,-27.981456,152.548619
264,3951,Arawata,-38.394907,145.888218
265,4871,Arbouin,-17.027167,143.922625
266,4819,Arcadia,-19.151037,146.864230
267,3631,Arcadia South,-36.599600,145.326700
268,2283,Arcadia Vale,-33.060343,151.575815
269,3475,Archdale,-36.830903,143.502295
270,3475,Archdale Junction,-36.884915,143.517311
271,4871,Archer River,-13.429103,142.941374
272,4108,Archerfield,-27.568388,153.024165
273,3723,Archerton,-36.894465,146.256507
274,3995,Archies Creek,-38.541874,145.554040
275,6419,Ardath,-32.032709,118.095466
276,3022,Ardeer,-37.782920,144.801018
277,2338,Ardglen,-31.734505,150.785588
278,2358,Arding,-30.588547,151.556745
279,2665,Ardlethan,-34.357355,146.903401
280,3629,Ardmona,-36.378536,145.295366
281,6153,Ardross,-32.024879,115.841414
282,5571,Ardrossan,-34.422953,137.916805
283,3480,Areegra,-36.236565,142.687307
284,872,Areyonga,-24.166937,132.286759
285,2720,Argalong,-35.315496,148.453868
286,2284,Argenton,-32.934813,151.630879
287,2449,Argents Hill,-30.621952,152.746326
288,4702,Argoon,-24.222873,150.427462
289,6239,Argyle,-33.548215,115.766342
290,4721,Argyll,-23.277321,147.562498
291,2665,Ariah Park,-34.348105,147.221222
292,2795,Arkell,-33.727778,149.382952
293,2795,Arkstone,-34.042417,149.644250
294,3143,Armadale,-37.859340,145.018505
295,3143,Armadale North,-37.828845,145.007261
296,5453,Armagh,-33.836794,138.579430
297,2831,Armatree,-31.453726,148.407695
298,2350,Armidale,-30.514166,151.668986
299,3377,Armstrong,-37.210025,142.884986
300,4737,Armstrong Beach,-21.454914,149.289562
301,4520,Armstrong Creek,-27.225617,152.797905
302,2205,Arncliffe,-33.936592,151.146805
303,2148,Arndell Park,-33.787266,150.871959
304,5603,Arno Bay,-33.911901,136.568345
305,3551,Arnold,-36.690822,143.868371
306,3551,Arnold West,-36.661766,143.762050
307,4551,Aroona,-26.775377,153.113173
308,2456,Arrawarra,-30.059596,153.187890
309,2456,Arrawarra Headland,-30.059771,153.202738
310,4880,Arriga,-17.109908,145.301993
311,6519,Arrino,-29.440061,115.628368
312,6525,Arrowsmith,-29.543558,115.069930
313,6519,Arrowsmith East,-29.614595,115.340133
314,2064,Artarmon,-33.807664,151.189662
315,7330,Arthur River,-41.059551,144.681865
316,3099,Arthurs Creek,-37.587697,145.218156
317,7030,Arthurs Lake,-42.002494,146.965925
318,3936,Arthurs Seat,-38.354428,144.949793
319,5572,Arthurton,-34.257529,137.756400
320,2820,Arthurville,-32.554843,148.742709
321,2715,Arumpo,-33.873621,142.885264
322,4214,Arundel,-27.939708,153.372781
323,6104,Ascot,-31.940682,115.923003
324,5043,Ascot Park,-34.986929,138.564635
325,3032,Ascot Vale,-37.775830,144.923377
326,5157,Ashbourne,-35.282825,138.770184
327,3147,Ashburton,-37.863393,145.079420
328,2193,Ashbury,-33.901897,151.119320
329,6065,Ashby,-31.734209,115.792445
330,2463,Ashby Heights,-29.413743,153.179387
331,2463,Ashby Island,-29.430968,153.202632
332,2168,Ashcroft,-33.917587,150.899095
333,6111,Ashendon,-32.103980,116.192636
334,4670,Ashfield,-24.867078,152.385732
335,2361,Ashford,-29.321245,151.096081
336,4060,Ashgrove,-27.445603,152.992120
337,4060,Ashgrove West,-27.449307,152.978508
338,2400,Ashley,-29.317772,149.808064
339,2650,Ashmont,-35.123180,147.329956
340,4214,Ashmore,-27.986382,153.382051
341,4214,Ashmore City,-27.977364,153.380597
342,5137,Ashton,-34.939733,138.737390
343,2323,Ashtonfield,-32.773820,151.601000
344,5259,Ashville,-35.510451,139.365759
345,4340,Ashwell,-27.628455,152.560103
346,3147,Ashwood,-37.864686,145.093061
347,3195,Aspendale,-38.026479,145.101908
348,3195,Aspendale Gardens,-38.023456,145.118374
349,4034,Aspley,-27.363860,153.015737
350,2077,Asquith,-33.687484,151.108685
351,5076,Athelstone,-34.869798,138.702852
352,4883,Atherton,-17.268273,145.474570
353,3818,Athlone,-38.239904,145.779817
354,4350,Athol,-27.615354,151.774846
355,5012,Athol Park,-34.857676,138.542627
356,2361,Atholwood,-28.999641,151.058013
357,4311,Atkinsons Dam,-27.421011,152.455509
358,6156,Attadale,-32.025810,115.801350
359,2345,Attunga,-30.930991,150.847933
360,3049,Attwood,-37.667515,144.885290
361,6164,Atwell,-32.132801,115.860591
362,4401,Aubigny,-27.522226,151.641744
363,6164,Aubin Grove,-32.168408,115.861123
364,3393,Aubrey,-36.241102,142.234143
365,5451,Auburn,-34.028001,138.681644
366,3122,Auburn South,-37.842105,145.045951
367,2360,Auburn Vale,-29.838950,151.041719
368,4066,Auchenflower,-27.475531,152.993415
369,3570,Auchmore,-36.474005,144.105500
370,2232,Audley,-34.075295,151.056519
371,4477,Augathella,-25.794685,146.586608
372,6290,Augusta,-34.315942,115.159731
373,4300,Augustine Heights,-27.669147,152.893540
374,5072,Auldana,-34.919717,138.684397
375,4871,Aurukun,-13.602923,141.816156
376,2587,Aurville,-34.547823,148.370154
377,2515,Austinmer,-34.306283,150.934563
378,7011,Austins Ferry,-42.766405,147.243418
379,4213,Austinville,-28.135818,153.317485
380,2179,Austral,-33.933109,150.812031
381,2440,Austral Eden,-31.021949,152.937797
382,4215,Australia Fair,-27.968379,153.415136
383,5374,Australia Plains,-34.093799,139.169087
384,1212,Australia Square,-33.891788,151.176251
385,200,Australian National University,-35.277272,149.117136
386,6233,Australind,-33.279034,115.714430
387,2107,Avalon Beach,-33.636325,151.330596
388,6069,Aveley,-31.771612,116.007663
389,3664,Avenel,-36.892793,145.230590
390,4670,Avenell Heights,-24.890477,152.373881
391,5273,Avenue Range,-34.803467,138.755016
392,2850,Avisford,-32.745583,149.480112
393,4670,Avoca,-24.881847,152.312547
394,2251,Avoca Beach,-33.464937,151.432387
395,5253,Avoca Dell,-35.088554,139.308967
396,4306,Avoca Vale,-26.755807,152.235564
397,2574,Avon,-34.352071,150.634745
398,862,Avon Downs,-20.231104,137.762232
399,3478,Avon Plains,-36.544552,142.921227
400,6084,Avon Valley National Park,-31.622485,116.207151
401,2530,Avondale,-34.514177,150.733774
402,3034,Avondale Heights,-37.742284,144.815150
403,3559,Avonmore,-36.529882,144.604459
404,2628,Avonside,-36.438997,148.701689
405,3782,Avonsleigh,-37.920702,145.467246
406,2283,Awaba,-33.007739,151.543407
407,3551,Axe Creek,-36.848927,144.419476
408,3551,Axedale,-36.787917,144.504133
409,2575,Aylmerton,-34.419069,150.492737
410,4807,Ayr,-19.576054,147.405171
411,3268,Ayrford,-38.415663,142.859450
412,2390,Baan Baa,-30.601380,149.966153
413,6412,Baandee,-31.581509,117.991421
414,6428,Babakin,-32.126295,118.022769
415,6701,Babbage Island,-24.874403,113.632427
416,2825,Babinda,-31.940261,146.479353
417,2470,Babyl Creek,-28.730383,152.795939
418,3340,Bacchus Marsh,-37.675855,144.437663
419,2422,Back Creek,-31.972237,152.065675
420,2535,Back Forest,-34.853655,150.678507
421,4361,Back Plains,-27.894403,151.799775
422,5211,Back Valley,-35.534413,138.529512
423,2470,Backmede,-28.772590,153.018771
424,2365,Backwater,-30.075367,151.880535
425,3670,Baddaginnie,-36.592633,145.861036
426,7120,Baden,-42.426554,147.467699
427,6317,Badgebup,-33.633615,117.898909
428,3777,Badger Creek,-37.686067,145.541351
429,7270,Badger Head,-41.101676,146.674021
430,6475,Badgerin Rock,-30.691457,117.274368
431,2555,Badgerys Creek,-33.883376,150.741351
432,6302,Badgin,-31.846267,117.011892
433,6521,Badgingarra,-30.387022,115.496702
434,2630,Badja,-36.076239,149.531732
435,6383,Badjaling,-31.903057,117.444550
436,4875,Badu Island,-10.120146,142.139423
437,3579,Bael Bael,-35.676800,143.727205
438,2333,Baerami,-32.389105,150.470217
439,2333,Baerami Creek,-32.520217,150.454381
440,4674,Baffle Creek,-24.473289,151.948748
441,4454,Baffle West,-25.724492,148.672028
442,7030,Bagdad,-42.626935,147.222121
443,7030,Bagdad North,-42.587529,147.262872
444,2446,Bagnoo,-31.463639,152.533221
445,2446,Bago,-31.488259,152.660113
446,820,Bagot,-12.410444,130.856124
447,5373,Bagot Well,-34.301790,138.982817
448,2477,Bagotville,-28.974576,153.406938
449,3551,Bagshot,-36.654973,144.403153
450,3551,Bagshot North,-36.600407,144.411800
451,3312,Bahgallah,-37.639100,141.365747
452,4207,Bahrs Scrub,-27.739135,153.166780
453,3608,Bailieston,-36.699872,145.034359
454,6082,Bailup,-31.738368,116.295706
455,5671,Baird Bay,-33.142057,134.362438
456,3875,Bairnsdale,-37.825114,147.628962
457,4699,Bajool,-23.651894,150.641144
458,5354,Bakara,-34.656570,139.779968
459,5354,Bakara Well,-34.603514,139.875058
460,7307,Bakers Beach,-41.185628,146.610640
461,4470,Bakers Bend,-26.647239,146.176789
462,2447,Bakers Creek,-30.803716,152.726106
463,6562,Bakers Hill,-31.747506,116.459591
464,2820,Bakers Swamp,-32.778925,148.923303
465,3354,Bakery Hill,-37.560917,143.867158
466,4413,Baking Board,-26.706834,150.545144
467,3183,Balaclava,-37.869023,144.995478
468,5461,Balaklava,-34.147422,138.415626
469,2358,Balala,-30.612086,151.335783
470,6258,Balbarrup,-34.227522,116.203528
471,4740,Balberra,-21.306414,149.119720
472,6914,Balcatta,-31.861596,115.815211
473,2264,Balcolyn,-33.095642,151.553169
474,4702,Balcomba,-23.401286,149.647934
475,2365,Bald Blair,-30.181416,151.795706
476,5203,Bald Hills,-35.495827,138.393250
477,4552,Bald Knob,-26.775957,152.892993
478,2370,Bald Nob,-29.644588,151.962405
479,2795,Bald Ridge,-33.934672,149.428474
480,2365,Baldersleigh,-30.263771,151.430274
481,5417,Baldina,-33.654798,139.055020
482,6171,Baldivis,-32.331964,115.821549
483,2867,Baldry,-32.865448,148.500123
484,4820,Balfes Creek,-20.215940,145.909498
485,2402,Balfours Peak,-29.510948,150.751185
486,6061,Balga,-31.861285,115.843190
487,4816,Balgal Beach,-19.023082,146.413639
488,4401,Balgowan,-27.247876,151.695191
489,2093,Balgowlah,-33.794121,151.262680
490,2093,Balgowlah Heights,-33.800553,151.257401
491,2519,Balgownie,-34.388590,150.877689
492,5242,Balhannah,-34.990072,138.827913
493,2324,Balickera,-32.673022,151.805367
494,6253,Balingup,-33.786518,115.983810
495,3249,Balintore,-38.274944,143.585061
496,6383,Balkuling,-31.943876,117.138378
497,4741,Ball Bay,-20.904510,148.995130
498,6714,Balla Balla,-20.694900,117.787581
499,6302,Balladong,-31.908946,116.732848
500,6443,Balladonia,-32.466106,123.832359
501,2831,Balladoran,-31.852136,148.626475
502,6066,Ballajura,-31.835740,115.891911
503,2622,Ballalaba,-35.572682,149.666842
504,3342,Ballan,-37.600160,144.225458
505,4382,Ballandean,-28.798985,151.842238
506,3279,Ballangeich,-38.214555,142.657483
507,3483,Ballapur,-35.979172,142.747934
508,3353,Ballarat,-37.777800,144.835743
509,3350,Ballarat Central,-37.563039,143.855405
510,3350,Ballarat East,-37.565618,143.886657
511,3350,Ballarat North,-37.536899,143.862448
512,3350,Ballarat West,-37.563608,143.862054
513,4352,Ballard,-27.489628,151.967058
514,4455,Ballaroo,-27.116299,148.616963
515,5221,Ballast Head,-35.757314,137.798310
516,6315,Ballaying,-33.307298,117.557807
517,2646,Balldale,-35.845724,146.518358
518,3561,Ballendella,-36.298882,144.673529
519,2441,Ballengarra,-31.318479,152.709685
520,3340,Balliang,-37.882062,144.378684
521,3340,Balliang East,-37.786546,144.460280
522,6606,Ballidu,-30.600411,116.772852
523,2830,Ballimore,-32.195726,148.902065
524,2478,Ballina,-28.869984,153.559167
525,4610,Ballogie,-26.356479,151.534659
526,6304,Bally Bally,-32.183978,117.116351
527,2795,Ballyroe,-34.084405,149.604294
528,3375,Ballyrogan,-37.427465,143.132372
529,2041,Balmain,-33.856498,151.178009
530,2041,Balmain East,-33.857833,151.190598
531,3666,Balmattum,-36.705961,145.640263
532,4171,Balmoral,-27.455696,153.067220
533,4552,Balmoral Ridge,-26.740350,152.896247
534,4740,Balnagowan,-21.117645,149.022600
535,3926,Balnarring,-38.373497,145.126733
536,3926,Balnarring Beach,-38.388439,145.124490
537,3971,Balook,-38.431459,146.565061
538,2715,Balranald,-34.638049,143.561101
539,3103,Balwyn,-37.809701,145.082303
540,3103,Balwyn East,-37.807312,145.096698
541,3104,Balwyn North,-37.792835,145.071727
542,4876,Bamaga,-10.851692,142.427014
543,2540,Bamarang,-34.894362,150.534464
544,3561,Bamawm,-36.256504,144.564747
545,3561,Bamawm Extension,-36.198835,144.616856
546,4850,Bambaroo,-18.844995,146.180491
547,4873,Bamboo,-16.372831,145.384849
548,4860,Bamboo Creek,-17.564220,145.996277
549,3241,Bambra,-38.366594,143.946392
550,6503,Bambun,-31.419695,115.901400
551,3333,Bamganie,-37.924962,144.025575
552,4625,Ban Ban,-25.666570,151.792448
553,4625,Ban Ban Springs,-25.679987,151.816093
554,4702,Banana,-24.470156,150.128372
555,7265,Banca,-41.023289,147.801828
556,4630,Bancroft,-24.788266,151.231904
557,2446,Banda Banda,-31.200387,152.482368
558,3694,Bandiana,-36.141317,146.916596
559,3694,Bandiana Milpo,-36.146982,146.908180
560,2871,Bandon,-33.501308,148.305788
561,2420,Bandon Grove,-32.299862,151.715890
562,6450,Bandy Creek,-33.820967,121.938760
563,6440,Bandya,-27.910090,122.327326
564,2729,Bangadang,-35.284504,147.984044
565,2577,Bangadilly,-34.436829,150.135301
566,4703,Bangalee,-23.076904,150.761150
567,2479,Bangalow,-28.686356,153.524792
568,3393,Bangerang,-36.182982,142.549706
569,5268,Bangham,-36.566777,140.940619
570,2404,Bangheet,-29.804159,150.478053
571,3175,Bangholme,-38.033107,145.179482
572,2582,Bango,-34.745475,148.956495
573,7267,Bangor,-41.217518,147.137044
574,6164,Banjup,-32.144192,115.888830
575,2906,Banks,-35.522639,149.080980
576,4306,Banks Creek,-27.424103,152.705666
577,4570,Banks Pocket,-26.152885,152.671764
578,2216,Banksia,-33.945237,151.140161
579,4507,Banksia Beach,-27.045188,153.140879
580,6031,Banksia Grove,-31.697991,115.814615
581,5091,Banksia Park,-34.812061,138.724522
582,6213,Banksiadale,-32.623155,116.084814
583,2019,Banksmeadow,-33.957420,151.206715
584,1885,Bankstown,-33.907417,151.024581
585,2200,Bankstown Aerodrome,-33.920032,150.995041
586,2200,Bankstown North,-33.904622,151.039298
587,2200,Bankstown Square,-33.916017,151.038538
588,2580,Bannaby,-34.439785,149.961474
589,3549,Bannerton,-34.698232,142.813221
590,2580,Bannister,-34.595404,149.490386
591,4207,Bannockburn,-27.753854,153.192180
592,2347,Banoon,-30.527226,150.443110
593,2486,Banora Point,-28.213363,153.535999
594,2469,Banyabba,-29.338403,153.002402
595,3485,Banyan,-35.635088,142.766116
596,3388,Banyena,-36.572229,142.816541
597,3480,Banyenong,-36.264615,143.080898
598,4014,Banyo,-27.375825,153.076469
599,3084,Banyule,-37.744219,145.087930
600,4352,Bapaume,-28.566381,151.829047
601,2300,Bar Beach,-32.939962,151.768383
602,2083,Bar Point,-33.507463,151.163329
603,2850,Bara,-32.571389,149.843164
604,5460,Barabba,-34.345014,138.589904
605,2396,Baradine,-30.943207,149.065815
606,2470,Baraimal,-28.722620,152.996558
607,4702,Baralaba,-24.181105,149.811230
608,4601,Barambah,-26.325215,152.166608
609,3691,Baranduda,-36.196214,146.968440
610,6479,Barbalin,-30.881541,118.113950
611,6510,Barberton,-30.729825,116.026509
612,2830,Barbigal,-32.217776,148.827352
613,4725,Barcaldine,-23.551987,145.289074
614,4725,Barcaldine Downs,-23.728679,145.125219
615,2460,Barcoongere,-29.936812,153.178158
616,2234,Barden Ridge,-34.032851,151.005396
617,4065,Bardon,-27.463451,152.980035
618,2207,Bardwell Park,-33.932070,151.125594
619,2207,Bardwell Valley,-33.935083,151.134686
620,4714,Baree,-23.624671,150.391364
621,3220,Bareena,-38.181164,145.109544
622,2665,Barellan,-34.284340,146.571256
623,4306,Barellan Point,-27.573640,152.842931
624,3444,Barfold,-37.091978,144.506110
625,4670,Bargara,-24.814936,152.462986
626,2574,Bargo,-34.289443,150.580103
627,2732,Barham,-35.630473,144.130423
628,2850,Barigan,-32.443069,149.979665
