SchoolCode,SchoolName,StreetNumber,StreetName,SuburbId,StateId,CountryId,LevelOfSchooling,Latitude,Longitude,SchoolSpecialtyType,SchoolSubType,SchoolGender,ICSEAValue
8358,Tenterfield High School,75,High Street,12068,5,2,Secondary School,-29.053727,152.016829,Comprehensive,Year 7 to Year 12,Coed,932
3183,Teralba Public School,57,York Street,12070,5,2,Primary School,-32.962493,151.605976,Comprehensive,Kinder to Year 6,Coed,912
3185,Terara Public School,20,Millbank Road,12073,5,2,Primary School,-34.866633,150.630380,Comprehensive,Kinder to Year 6,Coed,1001
3189,Terranora Public School,638,Terranora Road,12083,5,2,Primary School,-28.240248,153.499272,Comprehensive,Kinder to Year 6,Coed,1038
3190,Terrey Hills Public School,NULL,NULL,12086,5,2,Primary School,-33.685723,151.222619,Comprehensive,Kinder to Year 6,Coed,1096
8533,Terrigal High School,3,Tilanbi Close,12090,5,2,Secondary School,-33.442167,151.429342,Comprehensive,Year 7 to Year 12,Coed,1041
3191,Terrigal Public School,16,Havenview Road,12090,5,2,Primary School,-33.442449,151.438197,Comprehensive,Kinder to Year 6,Coed,1051
4578,Teven-Tintenbar Public School,28,Fredericks Lane,12287,5,2,Primary School,-28.794805,153.500671,Comprehensive,Kinder to Year 6,Coed,1058
5680,Thalgarrah Environmental Education Centre,NULL,Rockvale Road,12103,5,2,Environmental Education Centre,-30.447933,151.824750,Comprehensive,Environmental Education Centre (formerly Field Stu,Coed,NULL
4573,Tharawal Public School,NULL,NULL,5931,5,2,Primary School,-34.003289,151.025929,Comprehensive,Kinder to Year 6,Coed,1063
3195,Tharbogang Public School,1729,White Road,12110,5,2,Primary School,-34.261620,145.984922,Comprehensive,Kinder to Year 6,Coed,945
5579,The Beach School,34,Orara Road,123,5,2,Schools for Specific Purposes,-33.772011,151.262488,Comprehensive,Behaviour Disorder,Coed,NULL
5758,The Bidgee School,10,Grandview Avenue,12578,5,2,Schools for Specific Purposes,-35.124587,147.364173,Comprehensive,Behaviour Disorder,Coed,NULL
1548,The Channon Public School,21,Standing Street,12121,5,2,Primary School,-28.675099,153.280288,Comprehensive,Kinder to Year 6,Coed,1091
5751,The Childrens Hospital School,NULL,NULL,13428,5,2,Schools for Specific Purposes,-33.802243,150.991834,Comprehensive,Hospital School,Coed,NULL
5634,The Crescent School,15,Mount Street,5151,5,2,Schools for Specific Purposes,-34.744593,149.710549,Comprehensive,Medium / High Support needs,Coed,NULL
1849,The Entrance Public School,NULL,NULL,12127,5,2,Primary School,-33.346741,151.493009,Comprehensive,Kinder to Year 6,Coed,903
8372,The Forest High School,NULL,NULL,4647,5,2,Secondary School,-33.750298,151.229800,Comprehensive,Year 7 to Year 12,Coed,1057
4518,The Grange Public School,8,Benham Road,8152,5,2,Primary School,-34.022051,150.857358,Comprehensive,Kinder to Year 6,Coed,940
8314,The Henry Lawson High School,28,South Street,5294,5,2,Secondary School,-33.902722,148.163449,Comprehensive,Year 7 to Year 12,Coed,967
5688,The Hills School,5,Watson Place,9518,5,2,Schools for Specific Purposes,-33.779745,151.003951,Comprehensive,Medium / High Support needs,Coed,NULL
8412,The Hills Sports High School,56,Best Road,11149,5,2,Secondary School,-33.782184,150.938834,Sports,Year 7 to Year 12,Coed,960
8852,The Jannali High School,NULL,NULL,6068,5,2,Secondary School,-34.021612,151.061927,Comprehensive,Year 7 to Year 12,Coed,1028
2246,The Junction Public School,NULL,NULL,12144,5,2,Primary School,-32.939964,151.758644,Comprehensive,Kinder to Year 6,Coed,1119
2510,The Meadows Public School,2C,Fuller Street,11149,5,2,Primary School,-33.781365,150.942567,Comprehensive,Kinder to Year 6,Coed,937
2793,The Oaks Public School,NULL,NULL,12156,5,2,Primary School,-34.078385,150.571724,Comprehensive,Kinder to Year 6,Coed,997
2890,The Pocket Public School,538,The Pocket Road,12163,5,2,Primary School,-28.505414,153.479112,Comprehensive,Kinder to Year 6,Coed,982
8911,The Ponds High School,73,Riverbank Drive,12165,5,2,Secondary School,-33.705259,150.906931,Comprehensive,Year 7 to Year 12,Coed,1054
5765,The Ponds School,201,The Ponds Boulevard,12165,5,2,Schools for Specific Purposes,-33.698000,150.911601,Comprehensive,Medium / High Support needs,Coed,NULL
2968,The Risk Public School,122,Gradys Creek Road,12168,5,2,Primary School,-28.476943,152.933970,Comprehensive,Kinder to Year 6,Coed,1014
8520,"The Rivers Secondary College, Kadina High Campus",2-22,Kadina Street,5108,5,2,Secondary School,-28.817880,153.338640,Comprehensive,Year 7 to Year 12,Coed,955
8124,"The Rivers Secondary College, Lismore High Campus",118B,Dalley Street,4015,5,2,Secondary School,-28.820823,153.297294,Comprehensive,Year 7 to Year 12,Coed,914
8214,"The Rivers Secondary College, Richmond River High Campus",NULL,NULL,9441,5,2,Secondary School,-28.798765,153.279612,Comprehensive,Year 7 to Year 12,Coed,971
2976,The Rock Central School,8,Ford Street,12169,5,2,Central/Community School,-35.266335,147.115239,Comprehensive,Kinder to Year 12,Coed,945
3182,The Sir Henry Parkes Memorial Public School,205,High Street,12068,5,2,Primary School,-29.056081,152.026106,Comprehensive,Kinder to Year 6,Coed,903
3200,Thirlmere Public School,1,Mason Street,12193,5,2,Primary School,-34.204832,150.569311,Comprehensive,Kinder to Year 6,Coed,973
3201,Thirroul Public School,33,Sea Foam Avenue,12196,5,2,Primary School,-34.315210,150.918701,Comprehensive,Kinder to Year 6,Coed,1074
4539,Thomas Acres Public School,10,Stagg Place,175,5,2,Primary School,-34.093621,150.789247,Comprehensive,Kinder to Year 6,Coed,936
8589,Thomas Reddall High School,6,Wickfield Circuit,175,5,2,Secondary School,-34.082029,150.801488,Comprehensive,Year 7 to Year 12,Coed,935
4276,Thornleigh West Public School,NULL,NULL,12214,5,2,Primary School,-33.723864,151.072163,Comprehensive,Kinder to Year 6,Coed,1146
3204,Thornton Public School,20,Government Road,12216,5,2,Primary School,-32.779381,151.639454,Comprehensive,Kinder to Year 6,Coed,952
3208,Thurgoona Public School,11,Bottlebrush Street,12236,5,2,Primary School,-36.047283,146.983289,Comprehensive,Kinder to Year 6,Coed,996
3211,Tibooburra Outback Public School,14,Briscoe Street,12245,5,2,Primary School,-29.432133,142.010166,Comprehensive,Kinder to Year 6,Coed,972
3213,Tighes Hill Public School,33,Elizabeth Street,12253,5,2,Primary School,-32.908099,151.751254,Comprehensive,Kinder to Year 6,Coed,1055
1016,Timbumburi Public School,542,Kia Ora Lane,12262,5,2,Primary School,-31.203781,150.915629,Comprehensive,Kinder to Year 6,Coed,995
3218,Tingha Public School,54,Ruby Street,12278,5,2,Primary School,-29.959145,151.213606,Comprehensive,Kinder to Year 6,Coed,739
3219,Tinonee Public School,9-11,Hutchinson Street,12284,5,2,Primary School,-31.932855,152.413577,Comprehensive,Kinder to Year 6,Coed,987
3221,Tintinhull Public School,85,Tintinhull Road,12289,5,2,Primary School,-31.085665,151.008427,Comprehensive,Kinder to Year 6,Coed,950
3222,Tirranna Public School,NULL,Braidwood Road,12294,5,2,Primary School,-34.821486,149.682068,Comprehensive,Kinder to Year 6,Coed,1035
3225,Tocumwal Public School,32,Falkiner Street,12301,5,2,Primary School,-35.813862,145.568850,Comprehensive,Kinder to Year 6,Coed,974
8502,Tomaree High School,NULL,NULL,10963,5,2,Secondary School,-32.735884,152.112200,Comprehensive,Year 7 to Year 12,Coed,978
2723,Tomaree Public School,194,Salamander Way,10963,5,2,Primary School,-32.737699,152.113091,Comprehensive,Kinder to Year 6,Coed,995
3226,Tomerong Public School,359,Hawken Road,12321,5,2,Primary School,-35.054973,150.587182,Comprehensive,Kinder to Year 6,Coed,989
3235,Tooleybuc Central School,87,Murray Street,12348,5,2,Central/Community School,-35.026575,143.338058,Comprehensive,Kinder to Year 12,Coed,942
3239,Toomelah Public School,NULL,Unnamed Road,1267,5,2,Primary School,-28.670903,150.478952,Comprehensive,Kinder to Year 6,Coed,522
4366,Toongabbie East Public School,11,Portadown Road,NULL,5,2,Primary School,-33.797274,150.980274,Comprehensive,Kinder to Year 6,Coed,874
3240,Toongabbie Public School,59,Fitzwilliam Road,9689,5,2,Primary School,-33.787181,150.966667,Comprehensive,Kinder to Year 6,Coed,1048
4364,Toongabbie West Public School,83,Ballandella Road,12366,5,2,Primary School,-33.792593,150.957238,Comprehensive,Kinder to Year 6,Coed,1003
3242,Tooraweenah Public School,NULL,John Renshaw Parkway,12378,5,2,Primary School,-31.434763,148.912216,Comprehensive,Kinder to Year 6,Coed,976
8527,Toormina High School,2,Alleena Drive,12381,5,2,Secondary School,-30.351016,153.084399,Comprehensive,Year 7 to Year 12,Coed,928
4506,Toormina Public School,12,Cavanba Road,12381,5,2,Primary School,-30.353470,153.083350,Comprehensive,Kinder to Year 6,Coed,908
8909,Toronto High School,5,Field Avenue,12403,5,2,Secondary School,-33.008794,151.582022,Comprehensive,Year 7 to Year 12,Coed,944
3247,Toronto Public School,81,B53,12403,5,2,Primary School,-33.008260,151.594778,Comprehensive,Kinder to Year 6,Coed,915
3249,Tottenham Central School,57,Merilba Street,12420,5,2,Central/Community School,-32.245635,147.352100,Comprehensive,Kinder to Year 12,Coed,981
3250,Toukley Public School,NULL,NULL,9368,5,2,Primary School,-33.267795,151.550307,Comprehensive,Kinder to Year 6,Coed,912
3252,Towamba Public School,7,Towamba Street,12427,5,2,Primary School,-37.084209,149.695158,Comprehensive,Kinder to Year 6,Coed,869
4151,Tower Street Public School,74,Tower Street,9861,5,2,Primary School,-33.956383,151.007373,Comprehensive,Kinder to Year 6,Coed,996
3866,Towradgi Public School,36,Dixon Street,4384,5,2,Primary School,-34.388937,150.899966,Comprehensive,Kinder to Year 6,Coed,1017
3254,Trangie Central School,31,Derribong Street,12450,5,2,Central/Community School,-32.032544,147.979305,Comprehensive,Kinder to Year 12,Coed,825
3255,Tregeagle Public School,808,Tregeagle Road,12465,5,2,Primary School,-28.854095,153.354412,Comprehensive,Kinder to Year 6,Coed,1022
4402,Tregear Public School,NULL,NULL,12466,5,2,Primary School,-33.745883,150.794321,Comprehensive,Kinder to Year 6,Coed,841
3259,Trundle Central School,3,Croft Street,12496,5,2,Central/Community School,-32.925365,147.709198,Comprehensive,Kinder to Year 12,Coed,875
3260,Trunkey Public School,NULL,Carlyle Street,12498,5,2,Primary School,-33.816498,149.326253,Comprehensive,Kinder to Year 6,Coed,1057
4164,Truscott Street Public School,54,Ryrie Street,9465,5,2,Primary School,-33.794097,151.130918,Comprehensive,Kinder to Year 6,Coed,1125
3263,Tucabia Public School,4,Cordini Street,12506,5,2,Primary School,-29.666698,153.106575,Comprehensive,Kinder to Year 6,Coed,900
8563,Tuggerah Lakes Secondary College Berkeley Vale Campus,6,Bermagui Place,4991,5,2,Secondary School,-33.341698,151.424751,Junior College,Year 7 to Year 10,Coed,969
8465,Tuggerah Lakes Secondary College The Entrance Campus,6,Laird Close,11206,5,2,Secondary School,-33.371256,151.476613,Senior College,Year 11 to Year 12,Coed,876
8274,Tuggerah Lakes Secondary College Tumbi Umbi Campus,150,Bellevue Road,12537,5,2,Secondary School,-33.395596,151.454054,Junior College,Year 7 to Year 10,Coed,949
3269,Tuggerah Public School,1,Pacific Highway,12514,5,2,Primary School,-33.312999,151.415571,Comprehensive,Kinder to Year 6,Coed,997
4097,Tuggerawong Public School,48,Cadonia Road,12516,5,2,Primary School,-33.279824,151.485605,Comprehensive,Kinder to Year 6,Coed,976
3270,Tullamore Central School,3,Cardigan Street,12527,5,2,Central/Community School,-32.636788,147.565993,Comprehensive,Kinder to Year 12,Coed,968
3272,Tullibigeal Central School,23,Milbee Street,12530,5,2,Central/Community School,-33.422886,146.722678,Comprehensive,Kinder to Year 12,Coed,936
4649,Tullimbar Public School,8,Wingello Crescent,12531,5,2,Primary School,-34.575901,150.751792,Comprehensive,Kinder to Year 6,Coed,997
4225,Tulloona Public School,774-772,Coolanga Road,12532,5,2,Primary School,-28.868872,150.101300,Comprehensive,Kinder to Year 6,Coed,NULL
8450,Tumbarumba High School,29,William Street,12536,5,2,Secondary School,-35.783098,148.018245,Comprehensive,Year 7 to Year 12,Coed,944
3275,Tumbarumba Public School,39,Bridge Street,12536,5,2,Primary School,-35.776350,148.013814,Comprehensive,Kinder to Year 6,Coed,971
3277,Tumbulgum Public School,16,Bawden Street,12539,5,2,Primary School,-28.273997,153.463358,Comprehensive,Kinder to Year 6,Coed,964
8343,Tumut High School,104,Lambie Street,12544,5,2,Secondary School,-35.312212,148.219291,Comprehensive,Year 7 to Year 12,Coed,949
3278,Tumut Public School,71,Simpson Street,12544,5,2,Primary School,-35.302393,148.218556,Comprehensive,Kinder to Year 6,Coed,993
4533,Tuncurry Public School,NULL,NULL,12548,5,2,Primary School,-32.171593,152.495134,Comprehensive,Kinder to Year 6,Coed,949
3283,Tuntable Creek Public School,NULL,NULL,12556,5,2,Primary School,-28.631760,153.266152,Comprehensive,Kinder to Year 6,Coed,916
8435,Turramurra High School,5,Robin Avenue,11426,5,2,Secondary School,-33.757307,151.114786,Comprehensive,Year 7 to Year 12,Coed,1129
3288,Turramurra North Public School,241,Bobbin Head Road,9484,5,2,Primary School,-33.714724,151.147816,Comprehensive,Kinder to Year 6,Coed,1151
3855,Turramurra Public School,97,The Comenarra Parkway,12572,5,2,Primary School,-33.745258,151.114305,Comprehensive,Kinder to Year 6,Coed,1163
4144,Turvey Park Public School,11,Mair Street,12578,5,2,Primary School,-35.129059,147.357531,Comprehensive,Kinder to Year 6,Coed,970
3290,Tweed Heads Public School,12,Stuart Street,12582,5,2,Primary School,-28.169510,153.541571,Comprehensive,Kinder to Year 6,Coed,961
4111,Tweed Heads South Public School,NULL,Oxley Street,12583,5,2,Primary School,-28.195346,153.539048,Comprehensive,Kinder to Year 6,Coed,879
8370,Tweed River High School,10,Heffron Street,12583,5,2,Secondary School,-28.195651,153.541012,Comprehensive,Year 7 to Year 12,Coed,961
3293,Tyalgum Public School,3,Coolman Street,12597,5,2,Primary School,-28.354475,153.204978,Comprehensive,Kinder to Year 6,Coed,927
4503,Tyalla Public School,NULL,NULL,2809,5,2,Primary School,-30.283852,153.112362,Comprehensive,Kinder to Year 6,Coed,884
3298,Uki Public School,1473,Kyogle Road,12622,5,2,Primary School,-28.415027,153.334263,Comprehensive,Kinder to Year 6,Coed,977
3300,Ulan Public School,34,Main Street,12624,5,2,Primary School,-32.282054,149.743473,Comprehensive,Kinder to Year 6,Coed,881
8495,Ulladulla High School,123,Camden Street,12628,5,2,Secondary School,-35.358210,150.470240,Comprehensive,Year 7 to Year 12,Coed,971
3302,Ulladulla Public School,241,Green Street,12628,5,2,Primary School,-35.355186,150.469434,Comprehensive,Kinder to Year 6,Coed,970
3303,Ulmarra Public School,NULL,River Street,12632,5,2,Primary School,-29.629006,153.030932,Comprehensive,Kinder to Year 6,Coed,909
3304,Ulong Public School,20-22,Hutchinson Street,12634,5,2,Primary School,-30.243019,152.884857,Comprehensive,Kinder to Year 6,Coed,894
3305,Ultimo Public School,51,Jones Street,12638,5,2,Primary School,-33.877674,151.195607,Comprehensive,Kinder to Year 6,Coed,1047
3995,Umina Beach Public School,NULL,NULL,12646,5,2,Primary School,-33.525110,151.314055,Comprehensive,Kinder to Year 6,Coed,997
3308,Unanderra Public School,47A,Derribong Drive,3098,5,2,Primary School,-34.445456,150.834704,Comprehensive,Kinder to Year 6,Coed,997
3310,Undercliffe Public School,143-157,Bayview Avenue,3973,5,2,Primary School,-33.924086,151.138601,Comprehensive,Kinder to Year 6,Coed,1077
3311,Ungarie Central School,NULL,NULL,12655,5,2,Central/Community School,-33.637104,146.977953,Comprehensive,Kinder to Year 12,Coed,948
3760,Upper Coopers Creek Public School,193,Coopers Creek Road,12684,5,2,Primary School,-28.607149,153.401937,Comprehensive,Kinder to Year 6,Coed,1051
2372,Upper Lansdowne Public School,1399,Upper Lansdowne Road,12713,5,2,Primary School,-31.705206,152.467389,Comprehensive,Kinder to Year 6,Coed,944
3864,Uralla Central School,24,Park Street,12753,5,2,Central/Community School,-30.641511,151.494437,Comprehensive,Kinder to Year 12,Coed,897
3314,Urana Public School,62,William Street,12754,5,2,Primary School,-35.327460,146.267129,Comprehensive,Kinder to Year 6,Coed,942
1499,Uranquinty Public School,35,Uranquintry Street,12759,5,2,Primary School,-35.188793,147.249486,Comprehensive,Kinder to Year 6,Coed,960
3316,Urbenville Public School,21,Beaury Street,12761,5,2,Primary School,-28.473480,152.545565,Comprehensive,Kinder to Year 6,Coed,910
3318,Urunga Public School,NULL,NULL,12769,5,2,Primary School,-30.495206,153.020428,Comprehensive,Kinder to Year 6,Coed,973
3321,Vacy Public School,786,Gresford Road,12778,5,2,Primary School,-32.542180,151.577555,Comprehensive,Kinder to Year 6,Coed,975
4185,Valentine Public School,NULL,NULL,12784,5,2,Primary School,-33.009147,151.642517,Comprehensive,Kinder to Year 6,Coed,1066
4508,Valley View Public School,44,Elizabeth Street,14005,5,2,Primary School,-33.400215,151.361943,Comprehensive,Kinder to Year 6,Coed,985
4248,Vardys Road Public School,31,Parker Street,6566,5,2,Primary School,-33.757148,150.942765,Comprehensive,Kinder to Year 6,Coed,1019
3325,Vaucluse Public School,24,Cambridge Avenue,12800,5,2,Primary School,-33.850478,151.281166,Comprehensive,Kinder to Year 6,Coed,1152
5583,Verona School,24,Ellis Parade,14181,5,2,Schools for Specific Purposes,-33.868235,150.970900,Comprehensive,Behaviour Disorder,Coed,NULL
4655,Victoria Avenue Public School,62,Victoria Avenue,2902,5,2,Primary School,-33.847748,151.083379,Comprehensive,Kinder to Year 6,Coed,1073
3977,Villawood East Public School,1A,Lowana Street,12835,5,2,Primary School,-33.890154,150.986013,Comprehensive,Kinder to Year 6,Coed,867
4065,Villawood North Public School,24,MacArthur Street,4371,5,2,Primary School,-33.877111,150.972454,Comprehensive,Kinder to Year 6,Coed,926
8593,Vincentia High School,142,The Wool Road,12838,5,2,Secondary School,-35.077698,150.662803,Comprehensive,Year 7 to Year 12,Coed,929
4592,Vincentia Public School,16,George Caley Place,12838,5,2,Primary School,-35.073353,150.669549,Comprehensive,Kinder to Year 6,Coed,997
3329,Vineyard Public School,4,Bandon Road,NULL,5,2,Primary School,-33.647352,150.857935,Comprehensive,Kinder to Year 6,Coed,922
8278,Wadalba Community School,NULL,Van Stappen Road,12858,5,2,Central/Community School,-33.264769,151.467432,Comprehensive,Kinder to Year 12,Coed,965
8470,Wade High School,33,Clifton Boulevard,5311,5,2,Secondary School,-34.282315,146.070718,Comprehensive,Year 7 to Year 12,Coed,953
8142,Wagga Wagga High School,42,Coleman Street,12578,5,2,Secondary School,-35.124438,147.364366,Comprehensive,Year 7 to Year 12,Coed,977
3330,Wagga Wagga Public School,70,Gurwood Street,12871,5,2,Primary School,-35.107830,147.365841,Comprehensive,Kinder to Year 6,Coed,1034
3833,Wahroonga Public School,71,Burns Road,12881,5,2,Primary School,-33.715583,151.128476,Comprehensive,Kinder to Year 6,Coed,1177
5631,Wairoa School,NULL,Brighton Boulevard,9400,5,2,Schools for Specific Purposes,-33.886632,151.278496,Comprehensive,Medium / High Support needs,Coed,NULL
3334,Waitara Public School,48,Myra Street,12881,5,2,Primary School,-33.708119,151.111586,Comprehensive,Kinder to Year 6,Coed,1159
5582,Wakefield School,37,School Road,12892,5,2,Schools for Specific Purposes,-32.956712,151.564430,Comprehensive,Behaviour Disorder,Coed,NULL
4368,Wakehurst Public School,8,Glen Street,887,5,2,Primary School,-33.738527,151.218101,Comprehensive,Kinder to Year 6,Coed,1109
