SchoolCode,SchoolName,StreetNumber,StreetName,SuburbId,StateId,CountryId,LevelOfSchooling,Latitude,Longitude,SchoolSpecialtyType,SchoolSubType,SchoolGender,ICSEAValue
1589,Collarenebri Central School,15,Earl Street,2842,5,2,Central/Community School,-29.543823,148.578086,Comprehensive,Kinder to Year 12,Coed,643
3970,Collaroy Plateau Public School,28,Hilma Street,NULL,5,2,Primary School,-33.732970,151.293440,Comprehensive,Kinder to Year 6,Coed,1105
1590,Collector Public School,9,Lorn Street,2846,5,2,Primary School,-34.914221,149.433144,Comprehensive,Kinder to Year 6,Coed,1041
1591,Collingullie Public School,1,Macdonnell Street,2854,5,2,Primary School,-35.090190,147.127156,Comprehensive,Kinder to Year 6,Coed,995
1593,Collins Creek Public School,480,Collins Valley Road,2860,5,2,Primary School,-28.489297,153.022547,Comprehensive,Kinder to Year 6,Coed,1076
1346,Colo Heights Public School,3018,Putty Road,2870,5,2,Primary School,-33.372972,150.739776,Comprehensive,Kinder to Year 6,Coed,914
8526,Colo High School,218,Bells Line of Road,9460,5,2,Secondary School,-33.569359,150.708204,Comprehensive,Year 7 to Year 12,Coed,1007
1085,Colo Vale Public School,83-91,Wattle Street,2871,5,2,Primary School,-34.401281,150.476178,Comprehensive,Kinder to Year 6,Coed,992
8443,Colyton High School,37-53,Carpenter Street,2877,5,2,Secondary School,-33.777602,150.797336,Comprehensive,Year 7 to Year 12,Coed,896
1596,Colyton Public School,43-81,Nelson Street,8559,5,2,Primary School,-33.777199,150.813160,Comprehensive,Kinder to Year 6,Coed,1000
1601,Comboyne Public School,9,Hill Street,2885,5,2,Primary School,-31.605308,152.472736,Comprehensive,Kinder to Year 6,Coed,905
1604,Comleroy Road Public School,13,Mcmahons Road,6799,5,2,Primary School,-33.506475,150.697630,Comprehensive,Kinder to Year 6,Coed,1010
1605,Como Public School,30,Verona Range,2892,5,2,Primary School,-34.001832,151.069127,Comprehensive,Kinder to Year 6,Coed,1076
3896,Como West Public School,122,Woronora Crescent,2892,5,2,Primary School,-34.004744,151.060505,Comprehensive,Kinder to Year 6,Coed,1119
1606,Conargo Public School,5350,Conargo Road,2898,5,2,Primary School,-35.305269,145.178860,Comprehensive,Kinder to Year 6,Coed,963
8535,Concord High School,NULL,NULL,2900,5,2,Secondary School,-33.864062,151.109271,Comprehensive,Year 7 to Year 12,Coed,1069
1607,Concord Public School,3,Salisbury Street,2900,5,2,Primary School,-33.863224,151.106944,Comprehensive,Kinder to Year 6,Coed,1074
1608,Concord West Public School,378,Concord Road,2902,5,2,Primary School,-33.839613,151.087317,Comprehensive,Kinder to Year 6,Coed,1107
8398,Condell Park High School,83,Townsend Street,2909,5,2,Secondary School,-33.923579,151.001755,Comprehensive,Year 7 to Year 12,Coed,927
3789,Condell Park Public School,76,Augusta Street,2909,5,2,Primary School,-33.925486,151.013674,Comprehensive,Kinder to Year 6,Coed,953
8346,Condobolin High School,4,Officers Parade,2912,5,2,Secondary School,-33.091828,147.143195,Comprehensive,Year 7 to Year 12,Coed,828
1609,Condobolin Public School,30,McDonnell Street,2912,5,2,Primary School,-33.085514,147.149077,Comprehensive,Kinder to Year 6,Coed,818
1611,Condong Public School,77,McLeod Street,2914,5,2,Primary School,-28.309674,153.434424,Comprehensive,Kinder to Year 6,Coed,965
1822,Congewai Public School,605,Congewai Road,2919,5,2,Primary School,-32.958736,151.273875,Comprehensive,Kinder to Year 6,Coed,953
1612,Coniston Public School,123,Auburn Street,2925,5,2,Primary School,-34.439023,150.887435,Comprehensive,Kinder to Year 6,Coed,973
1613,Connells Point Public School,2,Riverview Avenue,2930,5,2,Primary School,-33.984689,151.100306,Comprehensive,Kinder to Year 6,Coed,1103
8147,Conservatorium High School,4C,Macquarie Street,11805,5,2,Secondary School,-33.863407,151.214080,Performing Arts,Year 7 to Year 12,Coed,1202
1615,Cooerwull Public School,319,Main Street,7219,5,2,Primary School,-33.484053,150.142093,Comprehensive,Kinder to Year 6,Coed,905
1616,Coogee Public School,107,Coogee Bay Road,2951,5,2,Primary School,-33.920819,151.249846,Comprehensive,Kinder to Year 6,Coed,1152
5575,Cook School,1,Pitt Street,7279,5,2,Schools for Specific Purposes,-34.041709,151.052545,Comprehensive,Behaviour Disorder,Coed,NULL
1621,Coolah Central School,2,Binnia Street,2969,5,2,Central/Community School,-31.821024,149.723624,Comprehensive,Kinder to Year 12,Coed,931
1624,Coolamon Central School,83,Bruce Street North,2970,5,2,Central/Community School,-34.811904,147.201398,Comprehensive,Kinder to Year 12,Coed,953
1627,Coolongolook Public School,50,Lombard Street,2988,5,2,Primary School,-32.222798,152.318838,Comprehensive,Kinder to Year 6,Coed,838
3890,Cooma North Public School,35,Baroona Avenue,2999,5,2,Primary School,-36.217908,149.130576,Comprehensive,Kinder to Year 6,Coed,993
1628,Cooma Public School,61,Vale Street,2999,5,2,Primary School,-36.237474,149.125034,Comprehensive,Kinder to Year 6,Coed,973
8494,Coomealla High School,1553,Silver City Highway,NULL,5,2,Secondary School,-34.095980,142.060295,Comprehensive,Year 7 to Year 12,Coed,899
8347,Coonabarabran High School,8,Bandulla Street,3021,5,2,Secondary School,-31.283104,149.285117,Comprehensive,Year 7 to Year 12,Coed,933
1630,Coonabarabran Public School,11,George Street,3021,5,2,Primary School,-31.280039,149.282061,Comprehensive,Kinder to Year 6,Coed,895
8451,Coonamble High School,15,Maule Street,3024,5,2,Secondary School,-30.955763,148.391351,Comprehensive,Year 7 to Year 12,Coed,779
1631,Coonamble Public School,21,Bertram Street,3024,5,2,Primary School,-30.958363,148.387024,Comprehensive,Kinder to Year 6,Coed,711
1632,Coopernook Public School,49,Macquarie Street,3038,5,2,Primary School,-31.827512,152.607874,Comprehensive,Kinder to Year 6,Coed,959
1634,Coorabell Public School,619,Coolamon Scenic Drive,3044,5,2,Primary School,-28.625696,153.487492,Comprehensive,Kinder to Year 6,Coed,1092
1635,Cooranbong Public School,29,Kurnell Close,3048,5,2,Primary School,-33.080500,151.441793,Comprehensive,Kinder to Year 6,Coed,971
8190,Cootamundra High School,34,Poole Street,3060,5,2,Secondary School,-34.635419,148.017191,Comprehensive,Year 7 to Year 12,Coed,928
1636,Cootamundra Public School,50,Thompson Street,3060,5,2,Primary School,-34.638914,148.026809,Comprehensive,Kinder to Year 6,Coed,959
4548,Copacabana Public School,63,Pueblo Street,3069,5,2,Primary School,-33.485042,151.436848,Comprehensive,Kinder to Year 6,Coed,1079
1642,Copmanhurst Public School,71,Sussex Street,3077,5,2,Primary School,-29.584663,152.775537,Comprehensive,Kinder to Year 6,Coed,898
1644,Coraki Public School,46,Adams Street,3086,5,2,Primary School,-28.992589,153.282641,Comprehensive,Kinder to Year 6,Coed,806
1647,Coramba Public School,10,Keevers Close,3092,5,2,Primary School,-30.221578,153.011513,Comprehensive,Kinder to Year 6,Coed,891
5637,Coreen School,NULL,NULL,1169,5,2,Schools for Specific Purposes,-33.773150,150.911039,Comprehensive,Medium / High Support needs,Coed,NULL
1654,Corindi Public School,15,Coral Street,3109,5,2,Primary School,-30.021469,153.194234,Comprehensive,Kinder to Year 6,Coed,929
1656,Corndale Public School,647,Corndale Road,3117,5,2,Primary School,-28.713150,153.362489,Comprehensive,Kinder to Year 6,Coed,1035
8308,Corowa High School,69,Redlands Road,3133,5,2,Secondary School,-35.993008,146.381577,Comprehensive,Year 7 to Year 12,Coed,972
1658,Corowa Public School,244,Honour Avenue,3133,5,2,Primary School,-35.992545,146.394900,Comprehensive,Kinder to Year 6,Coed,959
1659,Corowa South Public School,158,Hume Street,3133,5,2,Primary School,-36.020988,146.376176,Comprehensive,Kinder to Year 6,Coed,953
3877,Corrimal East Public School,17,Gregory Avenue,3993,5,2,Primary School,-34.377988,150.906532,Comprehensive,Kinder to Year 6,Coed,990
8191,Corrimal High School,78,Pioneer Road,3993,5,2,Secondary School,-34.374243,150.910710,Comprehensive,Year 7 to Year 12,Coed,918
1661,Corrimal Public School,92,Princes Highway,3136,5,2,Primary School,-34.367371,150.899022,Comprehensive,Kinder to Year 6,Coed,991
1666,Coutts Crossing Public School,1570,Armidale Road,3170,5,2,Primary School,-29.832063,152.889484,Comprehensive,Kinder to Year 6,Coed,874
1668,Cowan Public School,NULL,NULL,3177,5,2,Primary School,-33.588808,151.168843,Comprehensive,Kinder to Year 6,Coed,1045
1670,Cowper Public School,NULL,NULL,3190,5,2,Primary School,-29.569560,153.077731,Comprehensive,Kinder to Year 6,Coed,965
8148,Cowra High School,28,Dowell Street,3191,5,2,Secondary School,-33.814136,148.688347,Comprehensive,Year 7 to Year 12,Coed,905
1671,Cowra Public School,NULL,NULL,3191,5,2,Primary School,-33.836028,148.689920,Comprehensive,Kinder to Year 6,Coed,902
1674,Crabbes Creek Public School,26,Crabbes Creek Road,3198,5,2,Primary School,-28.456004,153.496575,Comprehensive,Kinder to Year 6,Coed,1024
8580,Cranebrook High School,NULL,NULL,3222,5,2,Secondary School,-33.721662,150.709812,Comprehensive,Year 7 to Year 12,Coed,918
4504,Crawford Public School,10,Rignold Street,3752,5,2,Primary School,-33.754790,150.868825,Comprehensive,Kinder to Year 6,Coed,896
1681,Crescent Head Public School,3,Killuke Crescent,3242,5,2,Primary School,-31.188089,152.970345,Comprehensive,Kinder to Year 6,Coed,975
8552,Crestwood High School,NULL,NULL,728,5,2,Secondary School,-33.743607,150.975672,Comprehensive,Year 7 to Year 12,Coed,1053
4441,Crestwood Public School,14,Boonal Street,728,5,2,Primary School,-33.749141,150.972197,Comprehensive,Kinder to Year 6,Coed,1115
4037,Cringila Public School,35,Sheffield Street,3253,5,2,Primary School,-34.471975,150.869870,Comprehensive,Kinder to Year 6,Coed,883
5407,Cromehurst School,8,Nelson Road,7196,5,2,Schools for Specific Purposes,-33.773952,151.172207,Comprehensive,Medium / High Support needs,Coed,NULL
4241,Cromer Public School,9,Judith Place,3259,5,2,Primary School,-33.738009,151.274661,Comprehensive,Kinder to Year 6,Coed,1082
8261,Cronulla High School,NULL,NULL,6796,5,2,Secondary School,-34.038439,151.159056,Comprehensive,Year 7 to Year 12,Coed,1041
1682,Cronulla Public School,2,Excelsior Road,3260,5,2,Primary School,-34.054077,151.147730,Comprehensive,Kinder to Year 6,Coed,1066
3668,Cronulla South Public School,121,Ewos Parade,3260,5,2,Primary School,-34.066110,151.154201,Comprehensive,Kinder to Year 6,Coed,1084
8452,Crookwell High School,4,King Road,3266,5,2,Secondary School,-34.452754,149.466967,Comprehensive,Year 7 to Year 12,Coed,972
1684,Crookwell Public School,43,Denison Street,3266,5,2,Primary School,-34.459938,149.469806,Comprehensive,Kinder to Year 6,Coed,963
3717,Croppa Creek Public School,NULL,NULL,3268,5,2,Primary School,-29.125234,150.309397,Comprehensive,Kinder to Year 6,Coed,974
1685,Crossmaglen Public School,NULL,NULL,1342,5,2,Primary School,-30.365945,152.981586,Comprehensive,Kinder to Year 6,Coed,974
3935,Crown Street Public School,356,Crown Street,11763,5,2,Primary School,-33.882253,151.215220,Comprehensive,Kinder to Year 6,Coed,1101
7412,Croydon Park Public School,81-113,Georges River Road,3288,5,2,Primary School,-33.894695,151.108395,Comprehensive,Kinder to Year 6,Coed,1048
7411,Croydon Public School,39,Young Street,3285,5,2,Primary School,-33.879793,151.114887,Comprehensive,Kinder to Year 6,Coed,1132
1690,Crystal Creek Public School,9,Crooks Valley Road,3296,5,2,Primary School,-28.312140,153.325960,Comprehensive,Kinder to Year 6,Coed,991
1695,Cudal Public School,18,Main Street,3303,5,2,Primary School,-33.287099,148.740307,Comprehensive,Kinder to Year 6,Coed,1021
4555,Cudgegong Valley Public School,25,Barigan Street,8798,5,2,Primary School,-32.606539,149.583789,Comprehensive,Kinder to Year 6,Coed,971
1696,Cudgen Public School,11,Collier Street,3307,5,2,Primary School,-28.262592,153.555416,Comprehensive,Kinder to Year 6,Coed,968
4485,Culburra Public School,43,Carlton Crescent,3314,5,2,Primary School,-34.933198,150.762286,Comprehensive,Kinder to Year 6,Coed,953
1698,Culcairn Public School,43,Balfour Street,3315,5,2,Primary School,-35.668284,147.039992,Comprehensive,Kinder to Year 6,Coed,969
1700,Cullen Bullen Public School,15-23,Castlereagh Highway,3323,5,2,Primary School,-33.299877,150.032317,Comprehensive,Kinder to Year 6,Coed,849
8905,Cumberland High School,173-175,Pennant Hills Road,2356,5,2,Secondary School,-33.785205,151.036898,Comprehensive,Year 7 to Year 12,Coed,1016
1707,Cumnock Public School,14,Railway Parade,3340,5,2,Primary School,-32.931277,148.749492,Comprehensive,Kinder to Year 6,Coed,946
1708,Cundletown Public School,72,High Street,3346,5,2,Primary School,-31.899733,152.522008,Comprehensive,Kinder to Year 6,Coed,934
3925,Curl Curl North Public School,17,Ross Street,9414,5,2,Primary School,-33.764639,151.289314,Comprehensive,Kinder to Year 6,Coed,1102
1712,Curlewis Public School,44,Goran Street,3364,5,2,Primary School,-31.117149,150.263304,Comprehensive,Kinder to Year 6,Coed,793
1714,Currabubula Public School,LOT 1,Bolton Street,3368,5,2,Primary School,-31.262787,150.735709,Comprehensive,Kinder to Year 6,Coed,954
4460,Curran Public School,2,Bangalay Road,7491,5,2,Primary School,-33.993145,150.899426,Comprehensive,Kinder to Year 6,Coed,868
4625,Currans Hill Public School,10,Tramway Drive,3375,5,2,Primary School,-34.047850,150.769197,Comprehensive,Kinder to Year 6,Coed,985
7413,Daceyville Public School,14,Joffre Crescent,3406,5,2,Primary School,-33.929548,151.227984,Comprehensive,Kinder to Year 6,Coed,1045
1722,Dalgety Public School,12,Barnes Street,3428,5,2,Primary School,-36.502746,148.836675,Comprehensive,Kinder to Year 6,Coed,1002
4634,Dalmeny Public School,NULL,NULL,10378,5,2,Primary School,-33.947297,150.871393,Comprehensive,Kinder to Year 6,Coed,1018
1723,Dalton Public School,89,Gunning Street,3441,5,2,Primary School,-34.720369,149.178820,Comprehensive,Kinder to Year 6,Coed,1068
8204,Dapto High School,20,Cleveland Road,3475,5,2,Secondary School,-34.499054,150.785868,Comprehensive,Year 7 to Year 12,Coed,969
1727,Dapto Public School,NULL,NULL,3475,5,2,Primary School,-34.496129,150.796948,Comprehensive,Kinder to Year 6,Coed,991
4222,Darcy Road Public School,98A,Darcy Road,13314,5,2,Primary School,-33.801954,150.965990,Comprehensive,Kinder to Year 6,Coed,1083
1732,Dareton Public School,55,School Road,3483,5,2,Primary School,-34.091148,142.040358,Comprehensive,Kinder to Year 6,Coed,549
7414,Darlinghurst Public School,130,Womerah Avenue,3498,5,2,Primary School,-33.878599,151.223432,Comprehensive,Kinder to Year 6,Coed,1154
1736,Darlington Point Public School,18,Hay Road,3500,5,2,Primary School,-34.572807,145.993878,Comprehensive,Kinder to Year 6,Coed,845
1735,Darlington Public School,NULL,NULL,3499,5,2,Primary School,-33.892638,151.189390,Comprehensive,Kinder to Year 6,Coed,1059
8479,Davidson High School,1,Kawana Street,4647,5,2,Secondary School,-33.744680,151.205465,Comprehensive,Year 7 to Year 12,Coed,1073
4446,Dawson Public School,28,Livingston Avenue,3640,5,2,Primary School,-33.745369,150.816017,Comprehensive,Kinder to Year 6,Coed,911
1744,Dee Why Public School,72,Fisher Road,3557,5,2,Primary School,-33.749025,151.285209,Comprehensive,Kinder to Year 6,Coed,1012
1742,Deepwater Public School,15-25,Young Street,3564,5,2,Primary School,-29.442908,151.848086,Comprehensive,Kinder to Year 6,Coed,874
1745,Delegate Public School,8,Campbell Street,3580,5,2,Primary School,-37.041739,148.937215,Comprehensive,Kinder to Year 6,Coed,957
1747,Delungra Public School,39,Gleno Street,3586,5,2,Primary School,-29.650936,150.830977,Comprehensive,Kinder to Year 6,Coed,861
8218,Deniliquin High School,101,Wellington Street,3595,5,2,Secondary School,-35.536270,144.961269,Comprehensive,Year 7 to Year 12,Coed,957
4281,Deniliquin North Public School,324,Conroy Street,3595,5,2,Primary School,-35.525164,144.981664,Comprehensive,Kinder to Year 6,Coed,977
4112,Deniliquin South Public School,131,Wellington Street,3595,5,2,Primary School,-35.537609,144.955826,Comprehensive,Kinder to Year 6,Coed,984
8103,"Denison College of Secondary Education, Bathurst High Campus",216,Peel Street,720,5,2,Secondary School,-33.413383,149.569679,Comprehensive,Year 7 to Year 12,Coed,975
8517,"Denison College of Secondary Education, Kelso High Campus",88,Boyd Street,6397,5,2,Secondary School,-33.410541,149.614440,Comprehensive,Year 7 to Year 12,Coed,941
3862,Denistone East Public School,33,Brabyn Street,3598,5,2,Primary School,-33.794300,151.096571,Comprehensive,Kinder to Year 6,Coed,1151
1749,Denman Public School,52,Paxton Street,3600,5,2,Primary School,-32.385734,150.686009,Comprehensive,Kinder to Year 6,Coed,934
3873,Dobroyd Point Public School,87,Waratah Street,5418,5,2,Primary School,-33.874416,151.140692,Comprehensive,Kinder to Year 6,Coed,1151
8399,Doonside High School,15-39,Power Street,3752,5,2,Secondary School,-33.754708,150.874186,Technology,Year 7 to Year 12,Coed,908
1760,Doonside Public School,NULL,NULL,3752,5,2,Primary School,-33.764557,150.870497,Comprehensive,Kinder to Year 6,Coed,886
1762,Dora Creek Public School,23,Coorumbung Road,3754,5,2,Primary School,-33.079020,151.499217,Comprehensive,Kinder to Year 6,Coed,955
5454,Dorchester School,5,Briar Road,63,5,2,Schools for Specific Purposes,-34.088474,150.826331,Comprehensive,Juvenile Justice establishment,Boys,NULL
8453,Dorrigo High School,NULL,Waterfall Way,3758,5,2,Secondary School,-30.339222,152.705492,Comprehensive,Year 7 to Year 12,Coed,966
7316,Dorrigo Public School,3,Tyringham Street,3758,5,2,Primary School,-30.343091,152.710330,Comprehensive,Kinder to Year 6,Coed,949
5683,Dorroughby Environmental Education Centre,2101,Dunoon Road,3760,5,2,Environmental Education Centre,-28.656556,153.351740,Comprehensive,Environmental Education Centre (formerly Field Stu,Coed,NULL
1768,Double Bay Public School,NULL,NULL,3763,5,2,Primary School,-33.874856,151.240894,Comprehensive,Kinder to Year 6,Coed,1144
1769,Doubtful Creek Public School,2436,Sextonville Road,3766,5,2,Primary School,-28.724771,152.875958,Comprehensive,Kinder to Year 6,Coed,960
1770,Douglas Park Public School,111,Camden Road,3769,5,2,Primary School,-34.179484,150.713038,Comprehensive,Kinder to Year 6,Coed,953
1771,Drake Public School,NULL,NULL,3788,5,2,Primary School,-28.928798,152.374099,Comprehensive,Kinder to Year 6,Coed,890
1058,Drummond Memorial Public School,250,Rusden Street,298,5,2,Primary School,-30.511469,151.650715,Comprehensive,Kinder to Year 6,Coed,825
1774,Drummoyne Public School,7,Broughton Street,3819,5,2,Primary School,-33.856073,151.153035,Comprehensive,Kinder to Year 6,Coed,1145
8543,Dubbo College Delroy Campus,15,Alcheringa Street,3828,5,2,Secondary School,-32.251619,148.582683,Junior College,Year 7 to Year 10,Coed,810
8110,Dubbo College Senior Campus,8,Tony McGrane Place,3828,5,2,Secondary School,-32.233022,148.625549,Senior College,Year 11 to Year 12,Coed,NULL
8417,Dubbo College South Campus,351,Fitzroy Street,3828,5,2,Secondary School,-32.270837,148.610687,Junior College,Year 7 to Year 10,Coed,910
1776,Dubbo North Public School,NULL,NULL,3828,5,2,Primary School,-32.241680,148.615776,Comprehensive,Kinder to Year 6,Coed,821
1775,Dubbo Public School,53A,Carrington Avenue,3828,5,2,Primary School,-32.248749,148.605410,Comprehensive,Kinder to Year 6,Coed,990
4587,Dubbo School of Distance Education,245,Myall Street,3828,5,2,Central/Community School,-32.242937,148.638967,Comprehensive,Kinder to Year 12,Coed,930
1811,Dubbo South Public School,291,Fitzroy Street,3828,5,2,Primary School,-32.263126,148.609749,Comprehensive,Kinder to Year 6,Coed,929
3591,Dubbo West Public School,30,East Street,3828,5,2,Primary School,-32.251915,148.588301,Comprehensive,Kinder to Year 6,Coed,802
1778,Dudley Public School,126,Ocean Street,3843,5,2,Primary School,-32.989387,151.716816,Comprehensive,Kinder to Year 6,Coed,1095
8833,Dulwich High School of Visual Arts and Design,1,Fairfowl Street,3859,5,2,Secondary School,-33.904038,151.144871,Visual Arts,Year 7 to Year 12,Coed,1047
4496,Dulwich Hill Public School,6,Kintore Street,3859,5,2,Primary School,-33.906163,151.140287,Comprehensive,Kinder to Year 6,Coed,1105
4029,Dundas Public School,85,Kissing Point Road,3882,5,2,Primary School,-33.804424,151.036399,Comprehensive,Kinder to Year 6,Coed,1067
1788,Dundurrabin Public School,70,Mount Street,3893,5,2,Primary School,-30.189493,152.542649,Comprehensive,Kinder to Year 6,Coed,844
1789,Dunedoo Central School,67,Tucklan Street,3895,5,2,Central/Community School,-32.018308,149.392212,Comprehensive,Kinder to Year 12,Coed,922
1791,Dungay Public School,299,Tomewin Road,6835,5,2,Primary School,-28.289681,153.382374,Comprehensive,Kinder to Year 6,Coed,980
8472,Dungog High School,126,Eloiza Street,3900,5,2,Secondary School,-32.396819,151.750417,Comprehensive,Year 7 to Year 12,Coed,955
1792,Dungog Public School,3,Chapman Street,3900,5,2,Primary School,-32.405233,151.757709,Comprehensive,Kinder to Year 6,Coed,953
1793,Dungowan Public School,137,Ogunbil Road,3901,5,2,Primary School,-31.220126,151.132690,Comprehensive,Kinder to Year 6,Coed,932
1797,Dunoon Public School,71,James Street,3914,5,2,Primary School,-28.686735,153.315495,Comprehensive,Kinder to Year 6,Coed,1056
1799,Dural Public School,NULL,NULL,3924,5,2,Primary School,-33.686057,151.026394,Comprehensive,Kinder to Year 6,Coed,1105
1801,Duranbah Public School,256,Duranbah Road,3926,5,2,Primary School,-28.289121,153.516888,Comprehensive,Kinder to Year 6,Coed,901
1802,Duri Public School,NULL,Duri-Dungowan Road,3933,5,2,Primary School,-31.221359,150.829939,Comprehensive,Kinder to Year 6,Coed,926
1803,Durrumbul Public School,29,Durrumbul Road,7535,5,2,Primary School,-28.523263,153.444576,Comprehensive,Kinder to Year 6,Coed,1071
8492,Duval High School,3,Grandview Crescent,298,5,2,Secondary School,-30.494387,151.664264,Comprehensive,Year 7 to Year 12,Coed,1004
4383,E A Southee Public School,18,French Street,3060,5,2,Primary School,-34.641820,148.014878,Comprehensive,Kinder to Year 6,Coed,926
8569,Eagle Vale High School,17,Harcourt Place,3963,5,2,Secondary School,-34.039942,150.803543,Comprehensive,Year 7 to Year 12,Coed,921
1807,Earlwood Public School,22,Richard Avenue,3973,5,2,Primary School,-33.928982,151.122380,Comprehensive,Kinder to Year 6,Coed,1095
8206,East Hills Boys High School,NULL,NULL,4005,5,2,Secondary School,-33.957229,150.994115,Technology,Year 7 to Year 12,Boys,992
8187,East Hills Girls Technology High School,7,Lucas Road,4005,5,2,Secondary School,-33.956866,150.992016,Technology,Year 7 to Year 12,Girls,1016
3924,East Hills Public School,NULL,NULL,4005,5,2,Primary School,-33.957953,150.991975,Comprehensive,Kinder to Year 6,Coed,964
1808,Eastern Creek Public School,200,Rooty Hill Road South,4051,5,2,Primary School,-33.787013,150.852624,Comprehensive,Kinder to Year 6,Coed,985
4516,Eastlakes Public School,56,Florence Avenue,4055,5,2,Primary School,-33.928065,151.213836,Comprehensive,Kinder to Year 6,Coed,1039
4041,Eastwood Heights Public School,9A,Lincoln Street,4057,5,2,Primary School,-33.781914,151.095463,Comprehensive,Kinder to Year 6,Coed,1130
7416,Eastwood Public School,NULL,NULL,4057,5,2,Primary School,-33.792743,151.078474,Comprehensive,Kinder to Year 6,Coed,1140
1813,Ebenezer Public School,531,Sackville Road,4065,5,2,Primary School,-33.530917,150.876774,Comprehensive,Kinder to Year 6,Coed,980
1814,Ebor Public School,33,Ebor Street,4066,5,2,Primary School,-30.403293,152.349882,Comprehensive,Kinder to Year 6,Coed,899
8487,Eden Marine High School,9-21,Barclay Street,4079,5,2,Secondary School,-37.055009,149.907310,Marine Technology,Year 7 to Year 12,Coed,948
1816,Eden Public School,10,Mitchell Street,4079,5,2,Primary School,-37.063271,149.906688,Comprehensive,Kinder to Year 6,Coed,904
4583,Edensor Park Public School,22,Swan Road,4087,5,2,Primary School,-33.882056,150.876121,Comprehensive,Kinder to Year 6,Coed,964
5737,Edgeware School,4,Burnett Street,5900,5,2,Schools for Specific Purposes,-33.913582,151.131342,Comprehensive,Emotional disturbance,Coed,NULL
4155,Edgeworth Heights Public School,48,Palisade Street,4095,5,2,Primary School,-32.924431,151.609209,Comprehensive,Kinder to Year 6,Coed,953
3564,Edgeworth Public School,747,Main Road,4095,5,2,Primary School,-32.922892,151.620387,Comprehensive,Kinder to Year 6,Coed,954
4418,Edward Public School,101,Butler Street,3595,5,2,Primary School,-35.524356,144.950562,Comprehensive,Kinder to Year 6,Coed,912
1823,Eglinton Public School,NULL,NULL,4114,5,2,Primary School,-33.377520,149.539343,Comprehensive,Kinder to Year 6,Coed,1018
1824,Elands Public School,NULL,NULL,4131,5,2,Primary School,-31.619383,152.292291,Comprehensive,Kinder to Year 6,Coed,878
4199,Elanora Heights Public School,11,Anana Road,4133,5,2,Primary School,-33.703672,151.284751,Comprehensive,Kinder to Year 6,Coed,1099
8521,Elderslie High School,NULL,NULL,4136,5,2,Secondary School,-34.052603,150.715295,Comprehensive,Year 7 to Year 12,Coed,1012
4646,Elderslie Public School,16,Franzman Avenue,4136,5,2,Primary School,-34.054473,150.721773,Comprehensive,Kinder to Year 6,Coed,1020
4034,Eleebana Public School,69,Ian Street,4140,5,2,Primary School,-32.990502,151.642620,Comprehensive,Kinder to Year 6,Coed,1075
4163,Elermore Vale Public School,63,Jubilee Road,4141,5,2,Primary School,-32.915589,151.666815,Comprehensive,Kinder to Year 6,Coed,1014
8584,Elizabeth Macarthur High School,38,Waterworth Drive,9093,5,2,Secondary School,-34.057072,150.740091,Comprehensive,Year 7 to Year 12,Coed,994
1826,Ellalong Public School,25,Helena Street,4161,5,2,Primary School,-32.914749,151.311974,Comprehensive,Kinder to Year 6,Coed,940
1830,Ellerston Public School,NULL,NULL,4172,5,2,Primary School,-31.817730,151.304369,Comprehensive,Kinder to Year 6,Coed,1002
4568,Ellison Public School,NULL,NULL,11510,5,2,Primary School,-33.690350,150.585327,Comprehensive,Kinder to Year 6,Coed,1055
1835,Eltham Public School,2,McKenzie Road,4190,5,2,Primary School,-28.763663,153.408541,Comprehensive,Kinder to Year 6,Coed,1081
4422,Emerton Public School,5,Hindemith Avenue,4199,5,2,Primary School,-33.744738,150.805478,Comprehensive,Kinder to Year 6,Coed,855
1838,Emmaville Central School,36,Park Street,4201,5,2,Central/Community School,-29.446152,151.601669,Comprehensive,Kinder to Year 12,Coed,896
1839,Empire Bay Public School,232,Empire Bay Drive,4202,5,2,Primary School,-33.504316,151.362889,Comprehensive,Kinder to Year 6,Coed,1023
1840,Empire Vale Public School,632,River Drive,4203,5,2,Primary School,-28.915114,153.506059,Comprehensive,Kinder to Year 6,Coed,965
4442,Emu Heights Public School,26,Parkwood Grove,4209,5,2,Primary School,-33.736652,150.648818,Comprehensive,Kinder to Year 6,Coed,1015
1841,Emu Plains Public School,43,Gwandalan Street,4211,5,2,Primary School,-33.755617,150.657739,Comprehensive,Kinder to Year 6,Coed,1009
8404,Endeavour Sports High School,14,Kumulla Road,8161,5,2,Secondary School,-34.030083,151.117251,Sports,Year 7 to Year 12,Coed,978
1844,Enfield Public School,2,Plymouth Street,4219,5,2,Primary School,-33.888598,151.094528,Comprehensive,Kinder to Year 6,Coed,1071
8432,Engadine High School,2,Porter Road,4222,5,2,Secondary School,-34.062141,151.019341,Comprehensive,Year 7 to Year 12,Coed,1035
1845,Engadine Public School,1A,Waratah Road,4222,5,2,Primary School,-34.063350,151.012431,Comprehensive,Kinder to Year 6,Coed,1041
4292,Engadine West Public School,172,Ridge Road,4222,5,2,Primary School,-34.059519,151.002566,Comprehensive,Kinder to Year 6,Coed,1044
3626,Enngonia Public School,NULL,Paroo Street,4227,5,2,Primary School,-29.318855,145.844482,Comprehensive,Kinder to Year 6,Coed,748
