SchoolCode,SchoolName,StreetNumber,StreetName,Suburb,District,StateName,PostCode,CountryName,LevelOfSchooling,SchoolSubType,LocationLatitude,LocationLongitude,SchoolGender,SchoolSpecialityType
1990,Gladesville Public School,NULL,NULL,Gladesville,,New South Wales,2111,Australia,Primary School,Kinder to Year 6,-33.832977,151.125699,Coed,Comprehensive
1991,Gladstone Public School,13,Kinchela Street,Gladstone,,New South Wales,2440,Australia,Primary School,Kinder to Year 6,-31.026485,152.946508,Coed,Comprehensive
1992,Windang Public School,51,Oakland Avenue,Windang,,New South Wales,2528,Australia,Primary School,Kinder to Year 6,-34.531496,150.865970,Coed,Comprehensive
1994,Glenbrook Public School,10,Park Street,Glenbrook,,New South Wales,2773,Australia,Primary School,Kinder to Year 6,-33.765996,150.621286,Coed,Comprehensive
2001,Glenfield Public School,54,Railway Parade,Glenfield,,New South Wales,2167,Australia,Primary School,Kinder to Year 6,-33.971005,150.896584,Coed,Comprehensive
2003,Glenhaven Public School,74A,Glenhaven Road,Glenhaven,,New South Wales,2156,Australia,Primary School,Kinder to Year 6,-33.700792,151.002882,Coed,Comprehensive
2005,Glen Innes Public School,153,Taylor Street,Glen Innes,,New South Wales,2370,Australia,Primary School,Kinder to Year 6,-29.735142,151.740989,Coed,Comprehensive
2009,Glenmore Road Public School,20,Cambridge Street,Paddington,,New South Wales,2021,Australia,Primary School,Kinder to Year 6,-33.881385,151.230233,Coed,Comprehensive
2012,Glenorie Public School,23,Tecoma Drive,Glenorie,,New South Wales,2157,Australia,Primary School,Kinder to Year 6,-33.599444,151.008082,Coed,Comprehensive
2015,Glenquarry Public School,37,Tourist Road,Glenquarry,,New South Wales,2576,Australia,Primary School,Kinder to Year 6,-34.522335,150.483539,Coed,Comprehensive
2016,Glenreagh Public School,21,Dorrigo Street,Glenreagh,,New South Wales,2450,Australia,Primary School,Kinder to Year 6,-30.053582,152.976339,Coed,Comprehensive
2020,Glen William Public School,717,Glen William Road,Glen William,,New South Wales,2321,Australia,Primary School,Kinder to Year 6,-32.525391,151.797940,Coed,Comprehensive
2021,Glossodia Public School,148,Golden Valley Drive,Glossodia,,New South Wales,2756,Australia,Primary School,Kinder to Year 6,-33.530504,150.765471,Coed,Comprehensive
2027,Gol Gol Public School,53,William Street,Gol Gol,,New South Wales,2738,Australia,Primary School,Kinder to Year 6,-34.179608,142.222652,Coed,Comprehensive
2033,Goodooga Central School,NULL,Walgett Street,Goodooga,,New South Wales,2838,Australia,Central/Community School,Kinder to Year 12,-29.115865,147.455532,Coed,Comprehensive
2035,Goolgowi Public School,32,Moira Street,Goolgowi,,New South Wales,2652,Australia,Primary School,Kinder to Year 6,-33.975710,145.709221,Coed,Comprehensive
2036,Goolma Public School,16,Gollan Road,Goolma,,New South Wales,2852,Australia,Primary School,Kinder to Year 6,-32.368800,149.269010,Coed,Comprehensive
2037,Goolmangar Public School,1301,Nimbin Road,Koonorigan,,New South Wales,2480,Australia,Primary School,Kinder to Year 6,-28.709747,153.231690,Coed,Comprehensive
2038,Gooloogong Public School,9,Cowra Street,Gooloogong,,New South Wales,2805,Australia,Primary School,Kinder to Year 6,-33.617104,148.436422,Coed,Comprehensive
2041,Goonellabah Public School,595,Ballina Road,Goonellabah,,New South Wales,2480,Australia,Primary School,Kinder to Year 6,-28.818329,153.322306,Coed,Comprehensive
2042,Goonengerry Public School,16,Goonengerry Road,Goonengerry,,New South Wales,2482,Australia,Primary School,Kinder to Year 6,-28.609512,153.439753,Coed,Comprehensive
2049,Gosford Public School,NULL,NULL,Gosford,,New South Wales,2250,Australia,Primary School,Kinder to Year 6,-33.420750,151.334490,Coed,Comprehensive
2053,Goulburn Public School,95,Clifford Street,Goulburn,,New South Wales,2580,Australia,Primary School,Kinder to Year 6,-34.750563,149.717773,Coed,Comprehensive
2054,Goulburn East Public School,35,May Street,Goulburn,,New South Wales,2580,Australia,Primary School,Kinder to Year 6,-34.762600,149.730388,Coed,Comprehensive
2055,Goulburn North Public School,16,Chatsbury Street,Goulburn,,New South Wales,2580,Australia,Primary School,Kinder to Year 6,-34.744579,149.735043,Coed,Comprehensive
2056,Goulburn South Public School,2,Addison Street,Goulburn,,New South Wales,2580,Australia,Primary School,Kinder to Year 6,-34.760040,149.712314,Coed,Comprehensive
2060,Grafton Public School,86,Queen Street,Grafton,,New South Wales,2460,Australia,Primary School,Kinder to Year 6,-29.684990,152.933325,Coed,Comprehensive
2061,South Grafton Public School,1,Muston Pathway,South Grafton,,New South Wales,2460,Australia,Primary School,Kinder to Year 6,-29.709892,152.937126,Coed,Comprehensive
2064,Granville Public School,NULL,NULL,Granville,,New South Wales,2142,Australia,Primary School,Kinder to Year 6,-33.834264,151.004671,Coed,Comprehensive
2066,Granville South Public School,NULL,NULL,Guildford,,New South Wales,2161,Australia,Primary School,Kinder to Year 6,-33.848289,150.995883,Coed,Comprehensive
2068,Gravesend Public School,14,Gwydir Street,Gravesend,,New South Wales,2401,Australia,Primary School,Kinder to Year 6,-29.585367,150.332417,Coed,Comprehensive
2070,Greenethorpe Public School,3,Chapple Street,Greenethorpe,,New South Wales,2809,Australia,Primary School,Kinder to Year 6,-33.997714,148.400139,Coed,Comprehensive
2071,Green Hill Public School,204,River Street,Greenhill,,New South Wales,2440,Australia,Primary School,Kinder to Year 6,-31.059616,152.802757,Coed,Comprehensive
2075,Green Valley Public School,20,Triller Street,Green Valley,,New South Wales,2168,Australia,Primary School,Kinder to Year 6,-33.900740,150.868972,Coed,Comprehensive
2076,Greenwich Public School,32,Kingslangley Road,Greenwich,,New South Wales,2065,Australia,Primary School,Kinder to Year 6,-33.825870,151.183252,Coed,Comprehensive
2082,Grenfell Public School,9,Warraderry Street,Grenfell,,New South Wales,2810,Australia,Primary School,Kinder to Year 6,-33.892296,148.167544,Coed,Comprehensive
2083,Gresford Public School,NULL,NULL,Gresford,,New South Wales,2311,Australia,Primary School,Kinder to Year 6,-32.427628,151.538335,Coed,Comprehensive
2084,Greta Public School,2,Wyndham Street,Greta,,New South Wales,2334,Australia,Primary School,Kinder to Year 6,-32.680083,151.387210,Coed,Comprehensive
2086,Greystanes Public School,NULL,NULL,Greystanes,,New South Wales,2145,Australia,Primary School,Kinder to Year 6,-33.828043,150.941111,Coed,Comprehensive
2087,Griffith Public School,100,Coolah Street,Griffith,,New South Wales,2680,Australia,Primary School,Kinder to Year 6,-34.291396,146.036252,Coed,Comprehensive
2093,Guildford Public School,1,Apia Street,Guildford,,New South Wales,2161,Australia,Primary School,Kinder to Year 6,-33.855821,150.981983,Coed,Comprehensive
2094,Gulargambone Central School,14,Yalcogrin Street,Gulargambone,,New South Wales,2828,Australia,Central/Community School,Kinder to Year 12,-31.332240,148.475758,Coed,Comprehensive
2097,Gulgong Public School,59,Belmore Street,Gulgong,,New South Wales,2852,Australia,Primary School,Kinder to Year 6,-32.359746,149.537692,Coed,Comprehensive
2099,Gulmarrad Public School,466,Brooms Head Road,Gulmarrad,,New South Wales,2463,Australia,Primary School,Kinder to Year 6,-29.489242,153.233572,Coed,Comprehensive
2100,Gum Flat Public School,958,Copeton Dam Road,Gum Flat,,New South Wales,2360,Australia,Primary School,Kinder to Year 6,-29.779563,150.979221,Coed,Comprehensive
2102,Gundagai Public School,16,Lawson Drive,Gundagai,,New South Wales,2722,Australia,Primary School,Kinder to Year 6,-35.052146,148.109174,Coed,Comprehensive
2103,Gundagai South Public School,50,Luke Street,South Gundagai,,New South Wales,2722,Australia,Primary School,Kinder to Year 6,-35.080802,148.103086,Coed,Comprehensive
2104,Gundaroo Public School,9,Morning Street,Gundaroo,,New South Wales,2620,Australia,Primary School,Kinder to Year 6,-35.029909,149.267076,Coed,Comprehensive
2109,Gunnedah Public School,63,Elgin Street,Gunnedah,,New South Wales,2380,Australia,Primary School,Kinder to Year 6,-30.977491,150.256335,Coed,Comprehensive
2111,Gunning Public School,115,Yass Street,Gunning,,New South Wales,2581,Australia,Primary School,Kinder to Year 6,-34.783525,149.265602,Coed,Comprehensive
2114,Guyra Central School,27,Marne Street,Guyra,,New South Wales,2365,Australia,Central/Community School,Kinder to Year 12,-30.222577,151.677369,Coed,Comprehensive
2115,Gwabegar Public School,NULL,Cox Street,Gwabegar,,New South Wales,2356,Australia,Primary School,Kinder to Year 6,-30.611489,148.974999,Coed,Comprehensive
2116,Gymea Bay Public School,13,First Avenue,Gymea Bay,,New South Wales,2227,Australia,Primary School,Kinder to Year 6,-34.046905,151.082825,Coed,Comprehensive
2117,Haberfield Public School,154,Bland Street,Haberfield,,New South Wales,2045,Australia,Primary School,Kinder to Year 6,-33.879467,151.134002,Coed,Comprehensive
2128,Hammondville Public School,49,Walder Road,Hammondville,,New South Wales,2170,Australia,Primary School,Kinder to Year 6,-33.947273,150.954525,Coed,Comprehensive
2129,Hampton Public School,NULL,Jenolan Caves Road,Hampton,,New South Wales,2790,Australia,Primary School,Kinder to Year 6,-33.648479,150.048925,Coed,Comprehensive
2131,Hannam Vale Public School,1159,Hannam Vale Road,Hannam Vale,,New South Wales,2443,Australia,Primary School,Kinder to Year 6,-31.712949,152.594024,Coed,Comprehensive
2132,Hanwood Public School,16,Wilga Street,Hanwood,,New South Wales,2680,Australia,Primary School,Kinder to Year 6,-34.329726,146.042370,Coed,Comprehensive
2133,Harbord Public School,29,Wyadra Avenue,Freshwater,,New South Wales,2096,Australia,Primary School,Kinder to Year 6,-33.772164,151.286531,Coed,Comprehensive
2136,Hargraves Public School,58,Merinda Street,Hargraves,,New South Wales,2850,Australia,Primary School,Kinder to Year 6,-32.783336,149.461924,Coed,Comprehensive
2139,Harrington Public School,31,Church Street,Harrington,,New South Wales,2427,Australia,Primary School,Kinder to Year 6,-31.870234,152.688803,Coed,Comprehensive
2142,Harwood Island Public School,2A,Petticoat Lane,Harwood,,New South Wales,2465,Australia,Primary School,Kinder to Year 6,-29.425605,153.240299,Coed,Comprehensive
2145,Hay Public School,201-217,Lachlan Street,Hay,,New South Wales,2711,Australia,Primary School,Kinder to Year 6,-34.506048,144.845410,Coed,Comprehensive
2149,Heathcote Public School,30R,Rosebery Street,Heathcote,,New South Wales,2233,Australia,Primary School,Kinder to Year 6,-34.086704,151.007321,Coed,Comprehensive
2153,Helensburgh Public School,NULL,NULL,Helensburgh,,New South Wales,2508,Australia,Primary School,Kinder to Year 6,-34.184207,150.988393,Coed,Comprehensive
2154,Henty Public School,33,Lyne Street,Henty,,New South Wales,2658,Australia,Primary School,Kinder to Year 6,-35.517474,147.031248,Coed,Comprehensive
2155,Hermidale Public School,3,Nyngan Street,Hermidale,,New South Wales,2831,Australia,Primary School,Kinder to Year 6,-31.551165,146.723373,Coed,Comprehensive
2156,Hernani Public School,12,Marengo Road,Hernani,,New South Wales,2453,Australia,Primary School,Kinder to Year 6,-30.294514,152.422727,Coed,Comprehensive
2157,Herons Creek Public School,5499,Pacific Highway,Herons Creek,,New South Wales,2443,Australia,Primary School,Kinder to Year 6,-31.580394,152.729988,Coed,Comprehensive
2161,Hill End Public School,19,Tambaroora Street,Hill End,,New South Wales,2850,Australia,Primary School,Kinder to Year 6,-33.034573,149.415886,Coed,Comprehensive
2164,Hillside Public School,122,Cattai Ridge Road,Glenorie,,New South Wales,2157,Australia,Primary School,Kinder to Year 6,-33.601784,150.976151,Coed,Comprehensive
2165,Hillston Central School,63,Cowper Street,Hillston,,New South Wales,2675,Australia,Central/Community School,Kinder to Year 12,-33.479904,145.540260,Coed,Comprehensive
2166,Hill Top Public School,7,Madeline Street,Hill Top,,New South Wales,2575,Australia,Primary School,Kinder to Year 6,-34.354826,150.491396,Coed,Comprehensive
2167,Hinton Public School,40,Elizabeth Street,Hinton,,New South Wales,2321,Australia,Primary School,Kinder to Year 6,-32.716733,151.650674,Coed,Comprehensive
2170,Holbrook Public School,165,Albury Street,Holbrook,,New South Wales,2644,Australia,Primary School,Kinder to Year 6,-35.717853,147.318953,Coed,Comprehensive
2171,Holgate Public School,189,Wattle Tree Road,Holgate,,New South Wales,2250,Australia,Primary School,Kinder to Year 6,-33.405106,151.407722,Coed,Comprehensive
2172,Holmwood Public School,10008,Mid Western Highway,Cowra,,New South Wales,2794,Australia,Primary School,Kinder to Year 6,-33.810597,148.756777,Coed,Comprehensive
2173,Homebush Public School,25,The Crescent,Homebush,,New South Wales,2140,Australia,Primary School,Kinder to Year 6,-33.867319,151.085230,Coed,Comprehensive
2177,Telarah Public School,21,Russell Street,Telarah,,New South Wales,2320,Australia,Primary School,Kinder to Year 6,-32.725200,151.532379,Coed,Comprehensive
2182,Horsley Park Public School,1759,The Horsley Drive,Horsley Park,,New South Wales,2175,Australia,Primary School,Kinder to Year 6,-33.840414,150.852683,Coed,Comprehensive
2186,Howlong Public School,121,Riverina Highway,Howlong,,New South Wales,2643,Australia,Primary School,Kinder to Year 6,-35.979939,146.636764,Coed,Comprehensive
2187,Hoxton Park Public School,99,Pacific Palms Circuit,Hoxton Park,,New South Wales,2171,Australia,Primary School,Kinder to Year 6,-33.931881,150.849626,Coed,Comprehensive
2188,Humula Public School,18,School Street,Humula,,New South Wales,2652,Australia,Primary School,Kinder to Year 6,-35.483339,147.760583,Coed,Comprehensive
2189,Hunters Hill Public School,17,Alexandra Street,Hunters Hill,,New South Wales,2110,Australia,Primary School,Kinder to Year 6,-33.835121,151.151254,Coed,Comprehensive
2190,Huntingdon Public School,2876,Oxley Highway,Huntingdon,,New South Wales,2446,Australia,Primary School,Kinder to Year 6,-31.478214,152.660607,Coed,Comprehensive
2193,Rathmines Public School,92,Rosemary Row,Rathmines,,New South Wales,2283,Australia,Primary School,Kinder to Year 6,-33.042628,151.589900,Coed,Comprehensive
2197,Hurstville Public School,NULL,NULL,Hurstville,,New South Wales,2220,Australia,Primary School,Kinder to Year 6,-33.964695,151.110728,Coed,Comprehensive
2198,Hurstville South Public School,1,Albert Street,Hurstville,,New South Wales,2220,Australia,Primary School,Kinder to Year 6,-33.972516,151.099252,Coed,Comprehensive
2199,Huskisson Public School,3,Watt Street,Huskisson,,New South Wales,2540,Australia,Primary School,Kinder to Year 6,-35.036821,150.668104,Coed,Comprehensive
2201,Ilford Public School,6943,Castlereagh Highway,Ilford,,New South Wales,2850,Australia,Primary School,Kinder to Year 6,-32.966702,149.855478,Coed,Comprehensive
2203,Illabo Public School,11,Layton Street,Illabo,,New South Wales,2590,Australia,Primary School,Kinder to Year 6,-34.814002,147.741165,Coed,Comprehensive
2204,Iluka Public School,19,Charles Street,Iluka,,New South Wales,2466,Australia,Primary School,Kinder to Year 6,-29.404676,153.348938,Coed,Comprehensive
2206,Ingleburn Public School,51,Oxford Road,Ingleburn,,New South Wales,2565,Australia,Primary School,Kinder to Year 6,-34.000332,150.866612,Coed,Comprehensive
2209,Inverell Public School,95,Henderson Street,Inverell,,New South Wales,2360,Australia,Primary School,Kinder to Year 6,-29.773135,151.123016,Coed,Comprehensive
2211,Iona Public School,860,Paterson Road,Woodville,,New South Wales,2321,Australia,Primary School,Kinder to Year 6,-32.665063,151.604218,Coed,Comprehensive
2212,Islington Public School,17-39,Hubbard Street,Islington,,New South Wales,2296,Australia,Primary School,Kinder to Year 6,-32.911412,151.744091,Coed,Comprehensive
2213,Ivanhoe Central School,46,Columbus Street,Ivanhoe,,New South Wales,2878,Australia,Central/Community School,Kinder to Year 12,-32.898531,144.300978,Coed,Comprehensive
2214,Fernleigh Public School,451,Fernleigh Road,Fernleigh,,New South Wales,2479,Australia,Primary School,Kinder to Year 6,-28.767650,153.498399,Coed,Comprehensive
2218,Jamberoo Public School,45,Churchill Street,Jamberoo,,New South Wales,2533,Australia,Primary School,Kinder to Year 6,-34.644622,150.773003,Coed,Comprehensive
2223,Jennings Public School,31,Brushabers Road,Jennings,,New South Wales,4383,Australia,Primary School,Kinder to Year 6,-28.927243,151.934357,Coed,Comprehensive
2225,Jerangle Public School,2890,Jerangle Road,Jerangle,,New South Wales,2630,Australia,Primary School,Kinder to Year 6,-35.871132,149.364268,Coed,Comprehensive
2226,Jerilderie Public School,25,Bolton Street,Jerilderie,,New South Wales,2716,Australia,Primary School,Kinder to Year 6,-35.354598,145.728865,Coed,Comprehensive
2231,Jerrys Plains Public School,27,Doyle Street,Jerrys Plains,,New South Wales,2330,Australia,Primary School,Kinder to Year 6,-32.497230,150.905944,Coed,Comprehensive
