SchoolCode,SchoolName,StreetNumber,StreetName,Suburb,District,StateName,PostCode,CountryName,LevelOfSchooling,SchoolSubType,LocationLatitude,LocationLongitude,SchoolGender,SchoolSpecialityType
1535,Cattai Public School,487,Cattai Road,Cattai,,New South Wales,2756,Australia,Primary School,Kinder to Year 6,-33.558762,150.906904,Coed,Comprehensive
1537,Cawdor Public School,685,Cawdor Road,Cawdor,,New South Wales,2570,Australia,Primary School,Kinder to Year 6,-34.109711,150.673727,Coed,Comprehensive
1542,Cessnock Public School,NULL,NULL,Aberdare,,New South Wales,2325,Australia,Primary School,Kinder to Year 6,-32.840405,151.363808,Coed,Comprehensive
1543,Cessnock East Public School,347,Old Maitland Road,Cessnock,,New South Wales,2325,Australia,Primary School,Kinder to Year 6,-32.827606,151.369746,Coed,Comprehensive
1545,Cessnock West Public School,NULL,NULL,Cessnock,,New South Wales,2325,Australia,Primary School,Kinder to Year 6,-32.838387,151.344863,Coed,Comprehensive
1547,Chandler Public School,4075,Waterfall Way,Wollomombi,,New South Wales,2350,Australia,Primary School,Kinder to Year 6,-30.518553,152.053551,Coed,Comprehensive
1548,The Channon Public School,21,Standing Street,The Channon,,New South Wales,2480,Australia,Primary School,Kinder to Year 6,-28.675099,153.280288,Coed,Comprehensive
1550,Charlestown Public School,15,Frederick Street,Charlestown,,New South Wales,2290,Australia,Primary School,Kinder to Year 6,-32.965494,151.697486,Coed,Comprehensive
1551,Pacific Palms Public School,91,Boomerang Drive,Boomerang Beach,,New South Wales,2428,Australia,Primary School,Kinder to Year 6,-32.341023,152.539306,Coed,Comprehensive
1553,Chatsworth Island Public School,242,Chatsworth Road,Chatsworth,,New South Wales,2469,Australia,Primary School,Kinder to Year 6,-29.387954,153.231645,Coed,Comprehensive
1558,Chillingham Public School,1420,Numinbah Road,Chillingham,,New South Wales,2484,Australia,Primary School,Kinder to Year 6,-28.311937,153.275569,Coed,Comprehensive
1560,Chipping Norton Public School,NULL,NULL,Chipping Norton,,New South Wales,2170,Australia,Primary School,Kinder to Year 6,-33.909108,150.960850,Coed,Comprehensive
1564,Clarence Town Public School,99,Queen Street,Clarence Town,,New South Wales,2321,Australia,Primary School,Kinder to Year 6,-32.588731,151.777207,Coed,Comprehensive
1566,Clemton Park Public School,169-185,Bexley Road,Kingsgrove,,New South Wales,2208,Australia,Primary School,Kinder to Year 6,-33.929708,151.108423,Coed,Comprehensive
1573,Clovelly Public School,1,Arden Street,Waverley,,New South Wales,2024,Australia,Primary School,Kinder to Year 6,-33.907431,151.260280,Coed,Comprehensive
1574,Clunes Public School,9,Remnant Drive,Clunes,,New South Wales,2480,Australia,Primary School,Kinder to Year 6,-28.724778,153.408852,Coed,Comprehensive
1578,Cobar Public School,3,Brennan Street,Cobar,,New South Wales,2835,Australia,Primary School,Kinder to Year 6,-31.502199,145.836609,Coed,Comprehensive
1579,Cobargo Public School,19,Wandella Road,Cobargo,,New South Wales,2550,Australia,Primary School,Kinder to Year 6,-36.386942,149.882818,Coed,Comprehensive
1580,Cobbitty Public School,308,Cobbitty Road,Cobbitty,,New South Wales,2570,Australia,Primary School,Kinder to Year 6,-34.015900,150.685938,Coed,Comprehensive
1583,Coffee Camp Public School,NULL,NULL,Coffee Camp,,New South Wales,2480,Australia,Primary School,Kinder to Year 6,-28.662664,153.220638,Coed,Comprehensive
1584,Coffs Harbour Public School,NULL,NULL,Coffs Harbour,,New South Wales,2450,Australia,Primary School,Kinder to Year 6,-30.301960,153.120372,Coed,Comprehensive
1587,Coledale Public School,699,Lawrence Hargrave Drive,Coledale,,New South Wales,2515,Australia,Primary School,Kinder to Year 6,-34.289546,150.947366,Coed,Comprehensive
1589,Collarenebri Central School,15,Earl Street,Collarenebri,,New South Wales,2833,Australia,Central/Community School,Kinder to Year 12,-29.543823,148.578086,Coed,Comprehensive
1590,Collector Public School,9,Lorn Street,Collector,,New South Wales,2581,Australia,Primary School,Kinder to Year 6,-34.914221,149.433144,Coed,Comprehensive
1591,Collingullie Public School,1,Macdonnell Street,Collingullie,,New South Wales,2650,Australia,Primary School,Kinder to Year 6,-35.090190,147.127156,Coed,Comprehensive
1593,Collins Creek Public School,480,Collins Valley Road,Collins Creek,,New South Wales,2474,Australia,Primary School,Kinder to Year 6,-28.489297,153.022547,Coed,Comprehensive
1596,Colyton Public School,43-81,Nelson Street,Mount Druitt,,New South Wales,2770,Australia,Primary School,Kinder to Year 6,-33.777199,150.813160,Coed,Comprehensive
1601,Comboyne Public School,9,Hill Street,Comboyne,,New South Wales,2429,Australia,Primary School,Kinder to Year 6,-31.605308,152.472736,Coed,Comprehensive
1604,Comleroy Road Public School,13,Mcmahons Road,Kurrajong,,New South Wales,2758,Australia,Primary School,Kinder to Year 6,-33.506475,150.697630,Coed,Comprehensive
1605,Como Public School,30,Verona Range,Como,,New South Wales,2226,Australia,Primary School,Kinder to Year 6,-34.001832,151.069127,Coed,Comprehensive
1606,Conargo Public School,5350,Conargo Road,Conargo,,New South Wales,2710,Australia,Primary School,Kinder to Year 6,-35.305269,145.178860,Coed,Comprehensive
1607,Concord Public School,3,Salisbury Street,Concord,,New South Wales,2137,Australia,Primary School,Kinder to Year 6,-33.863224,151.106944,Coed,Comprehensive
1608,Concord West Public School,378,Concord Road,Concord West,,New South Wales,2138,Australia,Primary School,Kinder to Year 6,-33.839613,151.087317,Coed,Comprehensive
1609,Condobolin Public School,30,McDonnell Street,Condobolin,,New South Wales,2877,Australia,Primary School,Kinder to Year 6,-33.085514,147.149077,Coed,Comprehensive
1611,Condong Public School,77,McLeod Street,Condong,,New South Wales,2484,Australia,Primary School,Kinder to Year 6,-28.309674,153.434424,Coed,Comprehensive
1612,Coniston Public School,123,Auburn Street,Coniston,,New South Wales,2500,Australia,Primary School,Kinder to Year 6,-34.439023,150.887435,Coed,Comprehensive
1613,Connells Point Public School,2,Riverview Avenue,Connells Point,,New South Wales,2221,Australia,Primary School,Kinder to Year 6,-33.984689,151.100306,Coed,Comprehensive
1615,Cooerwull Public School,319,Main Street,Lithgow,,New South Wales,2790,Australia,Primary School,Kinder to Year 6,-33.484053,150.142093,Coed,Comprehensive
1616,Coogee Public School,107,Coogee Bay Road,Coogee,,New South Wales,2034,Australia,Primary School,Kinder to Year 6,-33.920819,151.249846,Coed,Comprehensive
1621,Coolah Central School,2,Binnia Street,Coolah,,New South Wales,2843,Australia,Central/Community School,Kinder to Year 12,-31.821024,149.723624,Coed,Comprehensive
1624,Coolamon Central School,83,Bruce Street North,Coolamon,,New South Wales,2701,Australia,Central/Community School,Kinder to Year 12,-34.811904,147.201398,Coed,Comprehensive
1625,Shoalhaven Heads Public School,47,Ravenscliffe Road,Shoalhaven Heads,,New South Wales,2535,Australia,Primary School,Kinder to Year 6,-34.853167,150.740088,Coed,Comprehensive
1627,Coolongolook Public School,50,Lombard Street,Coolongolook,,New South Wales,2423,Australia,Primary School,Kinder to Year 6,-32.222798,152.318838,Coed,Comprehensive
1628,Cooma Public School,61,Vale Street,Cooma,,New South Wales,2630,Australia,Primary School,Kinder to Year 6,-36.237474,149.125034,Coed,Comprehensive
1630,Coonabarabran Public School,11,George Street,Coonabarabran,,New South Wales,2357,Australia,Primary School,Kinder to Year 6,-31.280039,149.282061,Coed,Comprehensive
1631,Coonamble Public School,21,Bertram Street,Coonamble,,New South Wales,2829,Australia,Primary School,Kinder to Year 6,-30.958363,148.387024,Coed,Comprehensive
1632,Coopernook Public School,49,Macquarie Street,Coopernook,,New South Wales,2426,Australia,Primary School,Kinder to Year 6,-31.827512,152.607874,Coed,Comprehensive
1634,Coorabell Public School,619,Coolamon Scenic Drive,Coorabell,,New South Wales,2479,Australia,Primary School,Kinder to Year 6,-28.625696,153.487492,Coed,Comprehensive
1635,Cooranbong Public School,29,Kurnell Close,Cooranbong,,New South Wales,2265,Australia,Primary School,Kinder to Year 6,-33.080500,151.441793,Coed,Comprehensive
1636,Cootamundra Public School,50,Thompson Street,Cootamundra,,New South Wales,2590,Australia,Primary School,Kinder to Year 6,-34.638914,148.026809,Coed,Comprehensive
1642,Copmanhurst Public School,71,Sussex Street,Copmanhurst,,New South Wales,2460,Australia,Primary School,Kinder to Year 6,-29.584663,152.775537,Coed,Comprehensive
1644,Coraki Public School,46,Adams Street,Coraki,,New South Wales,2471,Australia,Primary School,Kinder to Year 6,-28.992589,153.282641,Coed,Comprehensive
1647,Coramba Public School,10,Keevers Close,Coramba,,New South Wales,2450,Australia,Primary School,Kinder to Year 6,-30.221578,153.011513,Coed,Comprehensive
1654,Corindi Public School,15,Coral Street,Corindi Beach,,New South Wales,2456,Australia,Primary School,Kinder to Year 6,-30.021469,153.194234,Coed,Comprehensive
1656,Corndale Public School,647,Corndale Road,Corndale,,New South Wales,2480,Australia,Primary School,Kinder to Year 6,-28.713150,153.362489,Coed,Comprehensive
1658,Corowa Public School,244,Honour Avenue,Corowa,,New South Wales,2646,Australia,Primary School,Kinder to Year 6,-35.992545,146.394900,Coed,Comprehensive
1659,Corowa South Public School,158,Hume Street,Corowa,,New South Wales,2646,Australia,Primary School,Kinder to Year 6,-36.020988,146.376176,Coed,Comprehensive
1661,Corrimal Public School,92,Princes Highway,Corrimal,,New South Wales,2518,Australia,Primary School,Kinder to Year 6,-34.367371,150.899022,Coed,Comprehensive
1666,Coutts Crossing Public School,1570,Armidale Road,Coutts Crossing,,New South Wales,2460,Australia,Primary School,Kinder to Year 6,-29.832063,152.889484,Coed,Comprehensive
1668,Cowan Public School,NULL,NULL,Cowan,,New South Wales,2081,Australia,Primary School,Kinder to Year 6,-33.588808,151.168843,Coed,Comprehensive
1670,Cowper Public School,NULL,NULL,Cowper,,New South Wales,2460,Australia,Primary School,Kinder to Year 6,-29.569560,153.077731,Coed,Comprehensive
1671,Cowra Public School,NULL,NULL,Cowra,,New South Wales,2794,Australia,Primary School,Kinder to Year 6,-33.836028,148.689920,Coed,Comprehensive
1674,Crabbes Creek Public School,26,Crabbes Creek Road,Crabbes Creek,,New South Wales,2483,Australia,Primary School,Kinder to Year 6,-28.456004,153.496575,Coed,Comprehensive
1681,Crescent Head Public School,3,Killuke Crescent,Crescent Head,,New South Wales,2440,Australia,Primary School,Kinder to Year 6,-31.188089,152.970345,Coed,Comprehensive
1682,Cronulla Public School,2,Excelsior Road,Cronulla,,New South Wales,2230,Australia,Primary School,Kinder to Year 6,-34.054077,151.147730,Coed,Comprehensive
1684,Crookwell Public School,43,Denison Street,Crookwell,,New South Wales,2583,Australia,Primary School,Kinder to Year 6,-34.459938,149.469806,Coed,Comprehensive
1685,Crossmaglen Public School,NULL,NULL,Bonville,,New South Wales,2450,Australia,Primary School,Kinder to Year 6,-30.365945,152.981586,Coed,Comprehensive
1688,Buronga Public School,18,Silver City Highway,Buronga,,New South Wales,2739,Australia,Primary School,Kinder to Year 6,-34.169471,142.181315,Coed,Comprehensive
1690,Crystal Creek Public School,9,Crooks Valley Road,Crystal Creek,,New South Wales,2484,Australia,Primary School,Kinder to Year 6,-28.312140,153.325960,Coed,Comprehensive
1695,Cudal Public School,18,Main Street,Cudal,,New South Wales,2864,Australia,Primary School,Kinder to Year 6,-33.287099,148.740307,Coed,Comprehensive
1696,Cudgen Public School,11,Collier Street,Cudgen,,New South Wales,2487,Australia,Primary School,Kinder to Year 6,-28.262592,153.555416,Coed,Comprehensive
1698,Culcairn Public School,43,Balfour Street,Culcairn,,New South Wales,2660,Australia,Primary School,Kinder to Year 6,-35.668284,147.039992,Coed,Comprehensive
1700,Cullen Bullen Public School,15-23,Castlereagh Highway,Cullen Bullen,,New South Wales,2790,Australia,Primary School,Kinder to Year 6,-33.299877,150.032317,Coed,Comprehensive
1707,Cumnock Public School,14,Railway Parade,Cumnock,,New South Wales,2867,Australia,Primary School,Kinder to Year 6,-32.931277,148.749492,Coed,Comprehensive
1708,Cundletown Public School,72,High Street,Cundletown,,New South Wales,2430,Australia,Primary School,Kinder to Year 6,-31.899733,152.522008,Coed,Comprehensive
1712,Curlewis Public School,44,Goran Street,Curlewis,,New South Wales,2381,Australia,Primary School,Kinder to Year 6,-31.117149,150.263304,Coed,Comprehensive
1714,Currabubula Public School,LOT 1,Bolton Street,Currabubula,,New South Wales,2342,Australia,Primary School,Kinder to Year 6,-31.262787,150.735709,Coed,Comprehensive
1722,Dalgety Public School,12,Barnes Street,Dalgety,,New South Wales,2628,Australia,Primary School,Kinder to Year 6,-36.502746,148.836675,Coed,Comprehensive
1723,Dalton Public School,89,Gunning Street,Dalton,,New South Wales,2581,Australia,Primary School,Kinder to Year 6,-34.720369,149.178820,Coed,Comprehensive
1727,Dapto Public School,NULL,NULL,Dapto,,New South Wales,2530,Australia,Primary School,Kinder to Year 6,-34.496129,150.796948,Coed,Comprehensive
1732,Dareton Public School,55,School Road,Dareton,,New South Wales,2717,Australia,Primary School,Kinder to Year 6,-34.091148,142.040358,Coed,Comprehensive
1735,Darlington Public School,NULL,NULL,Darlington,,New South Wales,2008,Australia,Primary School,Kinder to Year 6,-33.892638,151.189390,Coed,Comprehensive
1736,Darlington Point Public School,18,Hay Road,Darlington Point,,New South Wales,2706,Australia,Primary School,Kinder to Year 6,-34.572807,145.993878,Coed,Comprehensive
1740,Leeville Public School,9375,Summerland Way,Leeville,,New South Wales,2470,Australia,Primary School,Kinder to Year 6,-28.930843,153.003537,Coed,Comprehensive
1742,Deepwater Public School,15-25,Young Street,Deepwater,,New South Wales,2371,Australia,Primary School,Kinder to Year 6,-29.442908,151.848086,Coed,Comprehensive
1744,Dee Why Public School,72,Fisher Road,Dee Why,,New South Wales,2099,Australia,Primary School,Kinder to Year 6,-33.749025,151.285209,Coed,Comprehensive
1745,Delegate Public School,8,Campbell Street,Delegate,,New South Wales,2633,Australia,Primary School,Kinder to Year 6,-37.041739,148.937215,Coed,Comprehensive
1747,Delungra Public School,39,Gleno Street,Delungra,,New South Wales,2403,Australia,Primary School,Kinder to Year 6,-29.650936,150.830977,Coed,Comprehensive
1749,Denman Public School,52,Paxton Street,Denman,,New South Wales,2328,Australia,Primary School,Kinder to Year 6,-32.385734,150.686009,Coed,Comprehensive
1760,Doonside Public School,NULL,NULL,Doonside,,New South Wales,2767,Australia,Primary School,Kinder to Year 6,-33.764557,150.870497,Coed,Comprehensive
1762,Dora Creek Public School,23,Coorumbung Road,Dora Creek,,New South Wales,2264,Australia,Primary School,Kinder to Year 6,-33.079020,151.499217,Coed,Comprehensive
1768,Double Bay Public School,NULL,NULL,Double Bay,,New South Wales,2028,Australia,Primary School,Kinder to Year 6,-33.874856,151.240894,Coed,Comprehensive
1769,Doubtful Creek Public School,2436,Sextonville Road,Doubtful Creek,,New South Wales,2470,Australia,Primary School,Kinder to Year 6,-28.724771,152.875958,Coed,Comprehensive
1770,Douglas Park Public School,111,Camden Road,Douglas Park,,New South Wales,2569,Australia,Primary School,Kinder to Year 6,-34.179484,150.713038,Coed,Comprehensive
1771,Drake Public School,NULL,NULL,Drake Village,,New South Wales,2469,Australia,Primary School,Kinder to Year 6,-28.928798,152.374099,Coed,Comprehensive
1774,Drummoyne Public School,7,Broughton Street,Drummoyne,,New South Wales,2047,Australia,Primary School,Kinder to Year 6,-33.856073,151.153035,Coed,Comprehensive
1775,Dubbo Public School,53A,Carrington Avenue,Dubbo,,New South Wales,2830,Australia,Primary School,Kinder to Year 6,-32.248749,148.605410,Coed,Comprehensive
1776,Dubbo North Public School,NULL,NULL,Dubbo,,New South Wales,2830,Australia,Primary School,Kinder to Year 6,-32.241680,148.615776,Coed,Comprehensive
1778,Dudley Public School,126,Ocean Street,Dudley,,New South Wales,2290,Australia,Primary School,Kinder to Year 6,-32.989387,151.716816,Coed,Comprehensive
1780,Lismore Public School,10A,Pound Street,Lismore,,New South Wales,2480,Australia,Primary School,Kinder to Year 6,-28.814289,153.290900,Coed,Comprehensive
1788,Dundurrabin Public School,70,Mount Street,Dundurrabin,,New South Wales,2453,Australia,Primary School,Kinder to Year 6,-30.189493,152.542649,Coed,Comprehensive
1789,Dunedoo Central School,67,Tucklan Street,Dunedoo,,New South Wales,2844,Australia,Central/Community School,Kinder to Year 12,-32.018308,149.392212,Coed,Comprehensive
1791,Dungay Public School,299,Tomewin Road,Kynnumboon,,New South Wales,2484,Australia,Primary School,Kinder to Year 6,-28.289681,153.382374,Coed,Comprehensive
1792,Dungog Public School,3,Chapman Street,Dungog,,New South Wales,2420,Australia,Primary School,Kinder to Year 6,-32.405233,151.757709,Coed,Comprehensive
1793,Dungowan Public School,137,Ogunbil Road,Dungowan,,New South Wales,2340,Australia,Primary School,Kinder to Year 6,-31.220126,151.132690,Coed,Comprehensive
1797,Dunoon Public School,71,James Street,Dunoon,,New South Wales,2480,Australia,Primary School,Kinder to Year 6,-28.686735,153.315495,Coed,Comprehensive
1799,Dural Public School,NULL,NULL,Dural,,New South Wales,2158,Australia,Primary School,Kinder to Year 6,-33.686057,151.026394,Coed,Comprehensive
1801,Duranbah Public School,256,Duranbah Road,Duranbah,,New South Wales,2487,Australia,Primary School,Kinder to Year 6,-28.289121,153.516888,Coed,Comprehensive
1802,Duri Public School,NULL,Duri-Dungowan Road,Duri,,New South Wales,2344,Australia,Primary School,Kinder to Year 6,-31.221359,150.829939,Coed,Comprehensive
1803,Durrumbul Public School,29,Durrumbul Road,Main Arm,,New South Wales,2482,Australia,Primary School,Kinder to Year 6,-28.523263,153.444576,Coed,Comprehensive
1807,Earlwood Public School,22,Richard Avenue,Earlwood,,New South Wales,2206,Australia,Primary School,Kinder to Year 6,-33.928982,151.122380,Coed,Comprehensive
1808,Eastern Creek Public School,200,Rooty Hill Road South,Eastern Creek,,New South Wales,2766,Australia,Primary School,Kinder to Year 6,-33.787013,150.852624,Coed,Comprehensive
1809,Panania Public School,7,Colleen Avenue,Picnic Point,,New South Wales,2213,Australia,Primary School,Kinder to Year 6,-33.965972,150.999460,Coed,Comprehensive
1811,Dubbo South Public School,291,Fitzroy Street,Dubbo,,New South Wales,2830,Australia,Primary School,Kinder to Year 6,-32.263126,148.609749,Coed,Comprehensive
1813,Ebenezer Public School,531,Sackville Road,Ebenezer,,New South Wales,2756,Australia,Primary School,Kinder to Year 6,-33.530917,150.876774,Coed,Comprehensive
1814,Ebor Public School,33,Ebor Street,Ebor,,New South Wales,2453,Australia,Primary School,Kinder to Year 6,-30.403293,152.349882,Coed,Comprehensive
1816,Eden Public School,10,Mitchell Street,Eden,,New South Wales,2551,Australia,Primary School,Kinder to Year 6,-37.063271,149.906688,Coed,Comprehensive
1822,Congewai Public School,605,Congewai Road,Congewai,,New South Wales,2325,Australia,Primary School,Kinder to Year 6,-32.958736,151.273875,Coed,Comprehensive
1823,Eglinton Public School,NULL,NULL,Eglinton,,New South Wales,2795,Australia,Primary School,Kinder to Year 6,-33.377520,149.539343,Coed,Comprehensive
1824,Elands Public School,NULL,NULL,Elands,,New South Wales,2429,Australia,Primary School,Kinder to Year 6,-31.619383,152.292291,Coed,Comprehensive
1826,Ellalong Public School,25,Helena Street,Ellalong,,New South Wales,2325,Australia,Primary School,Kinder to Year 6,-32.914749,151.311974,Coed,Comprehensive
1830,Ellerston Public School,NULL,NULL,Ellerston,,New South Wales,2337,Australia,Primary School,Kinder to Year 6,-31.817730,151.304369,Coed,Comprehensive
1835,Eltham Public School,2,McKenzie Road,Eltham,,New South Wales,2480,Australia,Primary School,Kinder to Year 6,-28.763663,153.408541,Coed,Comprehensive
1838,Emmaville Central School,36,Park Street,Emmaville,,New South Wales,2371,Australia,Central/Community School,Kinder to Year 12,-29.446152,151.601669,Coed,Comprehensive
1839,Empire Bay Public School,232,Empire Bay Drive,Empire Bay,,New South Wales,2257,Australia,Primary School,Kinder to Year 6,-33.504316,151.362889,Coed,Comprehensive
1840,Empire Vale Public School,632,River Drive,Empire Vale,,New South Wales,2478,Australia,Primary School,Kinder to Year 6,-28.915114,153.506059,Coed,Comprehensive
1841,Emu Plains Public School,43,Gwandalan Street,Emu Plains,,New South Wales,2750,Australia,Primary School,Kinder to Year 6,-33.755617,150.657739,Coed,Comprehensive
1844,Enfield Public School,2,Plymouth Street,Enfield,,New South Wales,2136,Australia,Primary School,Kinder to Year 6,-33.888598,151.094528,Coed,Comprehensive
1845,Engadine Public School,1A,Waratah Road,Engadine,,New South Wales,2233,Australia,Primary School,Kinder to Year 6,-34.063350,151.012431,Coed,Comprehensive
1849,The Entrance Public School,NULL,NULL,The Entrance,,New South Wales,2261,Australia,Primary School,Kinder to Year 6,-33.346741,151.493009,Coed,Comprehensive
1850,Epping Public School,29,Epping Road,Epping,,New South Wales,2121,Australia,Primary School,Kinder to Year 6,-33.770727,151.087878,Coed,Comprehensive
1851,Epping West Public School,104,Carlingford Road,Epping,,New South Wales,2121,Australia,Primary School,Kinder to Year 6,-33.772789,151.068048,Coed,Comprehensive
1856,Erina Heights Public School,2,Serpentine Road,Erina Heights,,New South Wales,2260,Australia,Primary School,Kinder to Year 6,-33.428028,151.413585,Coed,Comprehensive
1857,Woodport Public School,144,The Entrance Road,Erina,,New South Wales,2250,Australia,Primary School,Kinder to Year 6,-33.439347,151.378490,Coed,Comprehensive
1860,Ermington Public School,14,Winbourne Street,West Ryde,,New South Wales,2114,Australia,Primary School,Kinder to Year 6,-33.804749,151.071574,Coed,Comprehensive
1864,Ettalong Public School,NULL,NULL,Ettalong Beach,,New South Wales,2257,Australia,Primary School,Kinder to Year 6,-33.513539,151.332702,Coed,Comprehensive
1867,Euabalong West Public School,16,Uabba Street,Euabalong,,New South Wales,2877,Australia,Primary School,Kinder to Year 6,-33.055830,146.397128,Coed,Comprehensive
1869,Euchareena Public School,6,Walter Street,Euchareena,,New South Wales,2866,Australia,Primary School,Kinder to Year 6,-32.937204,149.091542,Coed,Comprehensive
1870,Eugowra Public School,3,Hill Street,Eugowra,,New South Wales,2806,Australia,Primary School,Kinder to Year 6,-33.423082,148.369286,Coed,Comprehensive
1873,Eumungerie Public School,11,Moonul Street,Eumungerie,,New South Wales,2831,Australia,Primary School,Kinder to Year 6,-31.951152,148.621075,Coed,Comprehensive
1874,Eungai Public School,78,Main Street,Eungai Creek,,New South Wales,2441,Australia,Primary School,Kinder to Year 6,-30.832071,152.874284,Coed,Comprehensive
1879,Eureka Public School,432,Eureka Road,Eureka,,New South Wales,2480,Australia,Primary School,Kinder to Year 6,-28.687657,153.439223,Coed,Comprehensive
1883,Eurongilly Public School,1362,Eurongilly Road,Eurongilly,,New South Wales,2663,Australia,Primary School,Kinder to Year 6,-34.910170,147.780957,Coed,Comprehensive
1885,Euston Public School,NULL,NULL,Euston,,New South Wales,2737,Australia,Primary School,Kinder to Year 6,-34.575588,142.744248,Coed,Comprehensive
1886,Evans River Community School,60,Cypress Street,Evans Head,,New South Wales,2473,Australia,Central/Community School,Kinder to Year 12,-29.113492,153.424683,Coed,Comprehensive
1890,Excelsior Public School,80,Excelsior Avenue,Castle Hill,,New South Wales,2154,Australia,Primary School,Kinder to Year 6,-33.740444,150.990408,Coed,Comprehensive
1891,Exeter Public School,41,School Lane,Exeter,,New South Wales,2579,Australia,Primary School,Kinder to Year 6,-34.616120,150.321828,Coed,Comprehensive
1894,Fairfax Public School,2227,Harparary Road,Maules Creek,,New South Wales,2382,Australia,Primary School,Kinder to Year 6,-30.493351,150.131265,Coed,Comprehensive
1895,Fairfield Public School,NULL,NULL,Fairfield,,New South Wales,2165,Australia,Primary School,Kinder to Year 6,-33.866847,150.955409,Coed,Comprehensive
1896,Fairfield West Public School,1,Palmerston Road,Fairfield West,,New South Wales,2165,Australia,Primary School,Kinder to Year 6,-33.868037,150.924762,Coed,Comprehensive
1898,Fairy Meadow Public School,NULL,NULL,Fairy Meadow,,New South Wales,2519,Australia,Primary School,Kinder to Year 6,-34.390469,150.892302,Coed,Comprehensive
1901,Falls Creek Public School,26,Vidler Road,Falls Creek,,New South Wales,2540,Australia,Primary School,Kinder to Year 6,-34.965439,150.593403,Coed,Comprehensive
1904,Fassifern Public School,9,Miller Road,Fassifern,,New South Wales,2283,Australia,Primary School,Kinder to Year 6,-32.983398,151.582769,Coed,Comprehensive
1915,Fingal Head Public School,100,Letitia Road,Fingal Head,,New South Wales,2487,Australia,Primary School,Kinder to Year 6,-28.196814,153.565122,Coed,Comprehensive
1920,Five Dock Public School,11,Lancelot Street,Five Dock,,New South Wales,2046,Australia,Primary School,Kinder to Year 6,-33.866859,151.127318,Coed,Comprehensive
1921,Lord Howe Island Central School,NULL,Bowker Avenue Track,Lord Howe Island,,New South Wales,2898,Australia,Central/Community School,Kinder to Year 12,-31.530072,159.069032,Coed,Comprehensive
1926,Forbes Public School,175,Lachlan Street,Forbes,,New South Wales,2871,Australia,Primary School,Kinder to Year 6,-33.387948,148.006385,Coed,Comprehensive
1930,Forest Hill Public School,NULL,NULL,Forest Hill,,New South Wales,2651,Australia,Primary School,Kinder to Year 6,-35.147875,147.467000,Coed,Comprehensive
1932,Forest Lodge Public School,231-233,Bridge Road,Forest Lodge,,New South Wales,2037,Australia,Primary School,Kinder to Year 6,-33.882169,151.181597,Coed,Comprehensive
1936,Forster Public School,9,Hadley Street,Forster,,New South Wales,2428,Australia,Primary School,Kinder to Year 6,-32.182470,152.524246,Coed,Comprehensive
1937,Fort Street Public School,10,Upper Fort Street,Millers Point,,New South Wales,2000,Australia,Primary School,Kinder to Year 6,-33.860427,151.204871,Coed,Comprehensive
1943,Frederickton Public School,NULL,NULL,Frederickton,,New South Wales,2440,Australia,Primary School,Kinder to Year 6,-31.033583,152.879353,Coed,Comprehensive
1944,Freemans Reach Public School,NULL,NULL,Freemans Reach,,New South Wales,2756,Australia,Primary School,Kinder to Year 6,-33.558697,150.799309,Coed,Comprehensive
1946,Frenchs Forest Public School,8,Ann Street,Frenchs Forest,,New South Wales,2086,Australia,Primary School,Kinder to Year 6,-33.751516,151.224695,Coed,Comprehensive
1952,Galston Public School,NULL,NULL,Galston,,New South Wales,2159,Australia,Primary School,Kinder to Year 6,-33.648197,151.045170,Coed,Comprehensive
1954,Ganmain Public School,41,Langham Street,Ganmain,,New South Wales,2702,Australia,Primary School,Kinder to Year 6,-34.796923,147.040034,Coed,Comprehensive
1956,Garah Public School,34,Midkin Street,Garah,,New South Wales,2405,Australia,Primary School,Kinder to Year 6,-29.077177,149.634928,Coed,Comprehensive
1969,Gerogery Public School,41,Coach Road,Gerogery,,New South Wales,2642,Australia,Primary School,Kinder to Year 6,-35.832130,146.998143,Coed,Comprehensive
1971,Gerringong Public School,12,Archibald Road,Gerringong,,New South Wales,2534,Australia,Primary School,Kinder to Year 6,-34.749384,150.821499,Coed,Comprehensive
1972,Geurie Public School,72,Narragal Street,Geurie,,New South Wales,2818,Australia,Primary School,Kinder to Year 6,-32.396100,148.829450,Coed,Comprehensive
1974,Sandy Hollow Public School,1601,Golden Highway,Sandy Hollow,,New South Wales,2333,Australia,Primary School,Kinder to Year 6,-32.336471,150.569007,Coed,Comprehensive
1978,Gilgai Public School,28,Schwenkes Lane,Gilgai,,New South Wales,2360,Australia,Primary School,Kinder to Year 6,-29.852694,151.115555,Coed,Comprehensive
1979,Gilgandra Public School,10,Wrigley Street,Gilgandra,,New South Wales,2827,Australia,Primary School,Kinder to Year 6,-31.707981,148.664640,Coed,Comprehensive
1982,Gillieston Public School,100,Ryans Road,Gillieston Heights,,New South Wales,2321,Australia,Primary School,Kinder to Year 6,-32.752320,151.530713,Coed,Comprehensive
1986,Girilambone Public School,NULL,Myall Street,Girilambone,,New South Wales,2831,Australia,Primary School,Kinder to Year 6,-31.249670,146.908851,Coed,Comprehensive
1988,Girraween Public School,9,Bando Road,Girraween,,New South Wales,2145,Australia,Primary School,Kinder to Year 6,-33.799711,150.950356,Coed,Comprehensive
