SchoolId,SchoolCode,SchoolName,StreetNumber,StreetName,Suburb,District,PostCode,State,Country,LevelOfSchooling,Latitude,Longitude,SchoolSpecialtyType,SchoolSubType,SchoolGender
1236,8126,Maitland High School,32,High Street,East Maitland,,2323,New South Wales,Australia,Secondary School,-32.747365,151.597333,Comprehensive,Year 7 to Year 12,Coed
1237,3949,Maitland Public School,70,Elgin Street,Maitland,,2320,New South Wales,Australia,Primary School,-32.735460,151.553306,Comprehensive,Kinder to Year 6,Coed
1238,2454,Malabar Public School,231,Franklin Street,Malabar,,2036,New South Wales,Australia,Primary School,-33.962214,151.248559,Comprehensive,Kinder to Year 6,Coed
1239,4262,Mallawa Public School,NULL,NULL,Mallowa,,2400,New South Wales,Australia,Primary School,-29.645473,149.439183,Comprehensive,Kinder to Year 6,Coed
1240,2460,Mandurama Public School,67,Loquat Street,Mandurama,,2792,New South Wales,Australia,Primary School,-33.651480,149.069495,Comprehensive,Kinder to Year 6,Coed
1241,2464,Manifold Public School,NULL,Manifold Road,Bentley,,2480,New South Wales,Australia,Primary School,-28.749066,153.077066,Comprehensive,Kinder to Year 6,Coed
1242,2465,Manildra Public School,2100,Packham Drive,Manildra,,2865,New South Wales,Australia,Primary School,-33.184214,148.700122,Comprehensive,Kinder to Year 6,Coed
1243,7305,Manilla Central School,24,Wilga Avenue,Manilla,,2346,New South Wales,Australia,Central/Community School,-30.750947,150.728435,Comprehensive,Kinder to Year 12,Coed
1244,4021,Manly Vale Public School,77,Sunshine Street,Manly Vale,,2093,New South Wales,Australia,Primary School,-33.783497,151.259760,Comprehensive,Kinder to Year 6,Coed
1245,3950,Manly Village Public School,NULL,NULL,Manly,,2095,New South Wales,Australia,Primary School,-33.799400,151.287627,Comprehensive,Kinder to Year 6,Coed
1246,2469,Manly West Public School,3,Marjory Thomas Place,Balgowlah,,2093,New South Wales,Australia,Primary School,-33.791875,151.268753,Comprehensive,Kinder to Year 6,Coed
1247,4316,Mannering Park Public School,43,Vales Road,Mannering Park,,2259,New South Wales,Australia,Primary School,-33.150794,151.536785,Comprehensive,Kinder to Year 6,Coed
1248,4552,Manning Gardens Public School,9,Myall Avenue,Taree,,2430,New South Wales,Australia,Primary School,-31.892305,152.459892,Comprehensive,Kinder to Year 6,Coed
1249,2472,Maraylya Public School,8,Neich Road,Maraylya,,2765,New South Wales,Australia,Primary School,-33.592681,150.916264,Comprehensive,Kinder to Year 6,Coed
1250,4282,Marayong Heights Public School,4A,Guerie Street,Marayong,,2148,New South Wales,Australia,Primary School,-33.742667,150.896425,Comprehensive,Kinder to Year 6,Coed
1251,4166,Marayong Public School,139,Richmond Road,Marayong,,2148,New South Wales,Australia,Primary School,-33.756609,150.895304,Comprehensive,Kinder to Year 6,Coed
1252,4327,Marayong South Public School,54,McClean Street,Blacktown,,2148,New South Wales,Australia,Primary School,-33.760128,150.885236,Comprehensive,Kinder to Year 6,Coed
1253,4652,Marie Bashir Public School,159,Albert Road,Strathfield,,2135,New South Wales,Australia,Primary School,-33.875168,151.079424,Comprehensive,Kinder to Year 6,Coed
1254,3898,Marks Point Public School,1,Ashley Street,Marks Point,,2280,New South Wales,Australia,Primary School,-33.057486,151.650131,Comprehensive,Kinder to Year 6,Coed
1255,2480,Maroota Public School,4540,Old Northern Road,Maroota,,2756,New South Wales,Australia,Primary School,-33.455283,150.993650,Comprehensive,Kinder to Year 6,Coed
1256,2482,Maroubra Bay Public School,127,Duncan Street,Maroubra,,2035,New South Wales,Australia,Primary School,-33.944236,151.253017,Comprehensive,Kinder to Year 6,Coed
1257,7427,Maroubra Junction Public School,96,Storey Street,Maroubra,,2035,New South Wales,Australia,Primary School,-33.936072,151.236652,Comprehensive,Kinder to Year 6,Coed
1258,4454,Marra Creek Public School,NULL,NULL,The Marra,,2831,New South Wales,Australia,Primary School,-30.878870,147.374516,Comprehensive,Kinder to Year 6,Coed
1259,2485,Marrar Public School,8,Centenary Drive,Marrar,,2652,New South Wales,Australia,Primary School,-34.828341,147.355155,Comprehensive,Kinder to Year 6,Coed
1260,8540,Marrickville High School,46,Petersham Road,Marrickville,,2204,New South Wales,Australia,Secondary School,-33.905781,151.155995,Comprehensive,Year 7 to Year 12,Coed
1261,3952,Marrickville Public School,102,Chapel Street,Marrickville,,2204,New South Wales,Australia,Primary School,-33.906705,151.162658,Comprehensive,Kinder to Year 6,Coed
1262,3951,Marrickville West Public School,48,Henson Street,Marrickville,,2204,New South Wales,Australia,Primary School,-33.914468,151.145073,Comprehensive,Kinder to Year 6,Coed
1263,8225,Marsden High School,22,Winbourne Street,West Ryde,,2114,New South Wales,Australia,Secondary School,-33.803326,151.071124,Comprehensive,Year 7 to Year 12,Coed
1264,2489,Marsden Park Public School,363,Garfield Road West,Marsden Park,,2765,New South Wales,Australia,Primary School,-33.696425,150.833642,Comprehensive,Kinder to Year 6,Coed
1265,4278,Marsden Road Public School,155-159,Elizabeth Drive,Liverpool,,2170,New South Wales,Australia,Primary School,-33.916491,150.912841,Comprehensive,Kinder to Year 6,Coed
1266,2492,Martindale Public School,670,Martindale Road,Martindale,,2328,New South Wales,Australia,Primary School,-32.458834,150.665723,Comprehensive,Kinder to Year 6,Coed
1267,2493,Martins Creek Public School,10,Cook Street,Martins Creek,,2420,New South Wales,Australia,Primary School,-32.565996,151.623453,Comprehensive,Kinder to Year 6,Coed
1268,2494,Martins Gully Public School,1,Kearney Street,Armidale,,2350,New South Wales,Australia,Primary School,-30.523938,151.637256,Comprehensive,Kinder to Year 6,Coed
1269,4431,Marton Public School,NULL,NULL,Engadine,,2233,New South Wales,Australia,Primary School,-34.046492,151.024232,Comprehensive,Kinder to Year 6,Coed
1270,2496,Marulan Public School,63,George Street,Marulan,,2579,New South Wales,Australia,Primary School,-34.713399,150.006603,Comprehensive,Kinder to Year 6,Coed
1271,5721,Mary Brooksbank School,NULL,NULL,Rosemeadow,,2560,New South Wales,Australia,Schools for Specific Purposes,-34.097820,150.792742,Comprehensive,Medium / High Support needs,Coed
1272,4600,Maryland Public School,51,John T Bell Drive,Maryland,,2287,New South Wales,Australia,Primary School,-32.881427,151.658808,Comprehensive,Kinder to Year 6,Coed
1273,2499,Mascot Public School,217,King Street,Mascot,,2020,New South Wales,Australia,Primary School,-33.928577,151.192485,Comprehensive,Kinder to Year 6,Coed
1274,2500,Mathoura Public School,20,Frome Street,Mathoura,,2710,New South Wales,Australia,Primary School,-35.816079,144.902097,Comprehensive,Kinder to Year 6,Coed
1275,2501,Matong Public School,5649,Canola Way,Matong,,2652,New South Wales,Australia,Primary School,-34.770061,146.927303,Comprehensive,Kinder to Year 6,Coed
1276,2502,Matraville Public School,310,Bunnerong Road,Matraville,,2036,New South Wales,Australia,Primary School,-33.955064,151.229111,Comprehensive,Kinder to Year 6,Coed
1277,4067,Matraville Soldiers Settlement Public School,29,Menin Road,Matraville,,2036,New South Wales,Australia,Primary School,-33.958039,151.239995,Comprehensive,Kinder to Year 6,Coed
1278,8249,Matraville Sports High School,1217,Anzac Parade,Chifley,,2036,New South Wales,Australia,Secondary School,-33.964747,151.244548,Sports,Year 7 to Year 12,Coed
1279,4526,Matthew Pearce Public School,4,Astoria Park Road,Baulkham Hills,,2153,New South Wales,Australia,Primary School,-33.758183,150.963554,Comprehensive,Kinder to Year 6,Coed
1280,4466,Mawarra Public School,68,MacArthur Road,Elderslie,,2570,New South Wales,Australia,Primary School,-34.061245,150.712200,Comprehensive,Kinder to Year 6,Coed
1281,2506,Mayfield East Public School,NULL,NULL,Mayfield,,2304,New South Wales,Australia,Primary School,-32.895360,151.748666,Comprehensive,Kinder to Year 6,Coed
1282,2507,Mayfield West Public School,NULL,NULL,Mayfield West,,2304,New South Wales,Australia,Primary School,-32.888697,151.730116,Comprehensive,Kinder to Year 6,Coed
1283,2508,Mayrung Public School,1956,Mayrung Road,Mayrung,,2710,New South Wales,Australia,Primary School,-35.464317,145.308790,Comprehensive,Kinder to Year 6,Coed
1284,3886,McCallums Hill Public School,117,Remly Street,Roselands,,2196,New South Wales,Australia,Primary School,-33.934891,151.084758,Comprehensive,Kinder to Year 6,Coed
1285,2509,Meadow Flat Public School,2630,Great Western Highway,Meadow Flat,,2795,New South Wales,Australia,Primary School,-33.433726,149.920456,Comprehensive,Kinder to Year 6,Coed
1286,3863,Meadowbank Public School,4-6,Thistle Street,Ryde,,2112,New South Wales,Australia,Primary School,-33.817807,151.097677,Comprehensive,Kinder to Year 6,Coed
1287,2511,Medlow Public School,NULL,Taylors Arm Road,Upper Taylors Arm,,2447,New South Wales,Australia,Primary School,-30.779087,152.690160,Comprehensive,Kinder to Year 6,Coed
1288,2512,Medowie Public School,15,Ferodale Road,Medowie,,2318,New South Wales,Australia,Primary School,-32.738245,151.854060,Comprehensive,Kinder to Year 6,Coed
1289,2515,Megalong Public School,1,Springhill Road,Megalong Valley,,2785,New South Wales,Australia,Primary School,-33.715301,150.232582,Comprehensive,Kinder to Year 6,Coed
1290,3846,Melrose Park Public School,110,Wharf Road,Melrose Park,,2114,New South Wales,Australia,Primary School,-33.814849,151.071939,Comprehensive,Kinder to Year 6,Coed
1291,8566,Melville High School,50,Nicholson Street,South Kempsey,,2440,New South Wales,Australia,Secondary School,-31.090020,152.825104,Comprehensive,Year 7 to Year 12,Coed
1292,8583,Menai High School,42,Gerald Road,Illawong,,2234,New South Wales,Australia,Secondary School,-34.002904,151.023851,Comprehensive,Year 7 to Year 12,Coed
1293,2520,Menai Public School,NULL,NULL,Menai,,2234,New South Wales,Australia,Primary School,-34.012130,151.006587,Comprehensive,Kinder to Year 6,Coed
1294,2522,Mendooran Central School,NULL,River Street,Mendooran,,2842,New South Wales,Australia,Central/Community School,-31.818731,149.122445,Comprehensive,Kinder to Year 12,Coed
1295,2523,Menindee Central School,47,Candilla Street,Menindee,,2879,New South Wales,Australia,Central/Community School,-32.393368,142.413290,Comprehensive,Kinder to Year 12,Coed
1296,4416,Merewether Heights Public School,156,Scenic Drive,Merewether Heights,,2291,New South Wales,Australia,Primary School,-32.946716,151.737458,Comprehensive,Kinder to Year 6,Coed
1297,8510,Merewether High School,16,School Street,Broadmeadow,,2292,New South Wales,Australia,Secondary School,-32.929684,151.734749,Comprehensive,Year 7 to Year 12,Coed
1298,2525,Merewether Public School,6,Henry Street,Merewether,,2291,New South Wales,Australia,Primary School,-32.937547,151.742152,Comprehensive,Kinder to Year 6,Coed
1299,2526,Merimbula Public School,NULL,NULL,Merimbula,,2548,New South Wales,Australia,Primary School,-36.886525,149.916952,Comprehensive,Kinder to Year 6,Coed
1300,2528,Merriwa Central School,76,Bow Street,Merriwa,,2329,New South Wales,Australia,Central/Community School,-32.145113,150.352867,Comprehensive,Kinder to Year 12,Coed
1301,5126,Merrylands East Public School,2,York Street,Merrylands,,2160,New South Wales,Australia,Primary School,-33.841954,150.989290,Comprehensive,Kinder to Year 6,Coed
1302,8227,Merrylands High School,46,Bristol Street,Merrylands West,,2160,New South Wales,Australia,Secondary School,-33.840847,150.969570,Comprehensive,Year 7 to Year 12,Coed
1303,2531,Merrylands Public School,52,Holdsworth Street,Merrylands,,2160,New South Wales,Australia,Primary School,-33.840516,150.976047,Comprehensive,Kinder to Year 6,Coed
1304,4444,Metella Road Public School,117-131,Metella Road,Toongabbie,,2146,New South Wales,Australia,Primary School,-33.793967,150.934756,Comprehensive,Kinder to Year 6,Coed
1305,4521,Metford Public School,1-17,Melaleuca Drive,Metford,,2323,New South Wales,Australia,Primary School,-32.765067,151.612716,Comprehensive,Kinder to Year 6,Coed
1306,5577,Mian School,72,Bultje Street,Dubbo,,2830,New South Wales,Australia,Schools for Specific Purposes,-32.251353,148.606555,Comprehensive,Behaviour Disorder,Coed
1307,2540,Michelago Public School,20,Ryrie Street,Michelago,,2620,New South Wales,Australia,Primary School,-35.705975,149.161716,Comprehensive,Kinder to Year 6,Coed
1308,2542,Middle Dural Public School,1239,Old Northern Road,Middle Dural,,2158,New South Wales,Australia,Primary School,-33.644960,151.023178,Comprehensive,Kinder to Year 6,Coed
1309,2543,Middle Harbour Public School,98,Ourimbah Road,Mosman,,2088,New South Wales,Australia,Primary School,-33.822820,151.232700,Comprehensive,Kinder to Year 6,Coed
1310,4647,Middleton Grange Public School,4,Bird Walton Avenue,Middleton Grange,,2171,New South Wales,Australia,Primary School,-33.917335,150.848199,Comprehensive,Kinder to Year 6,Coed
1311,4089,Middleton Public School,25,Medlyn Street,Parkes,,2870,New South Wales,Australia,Primary School,-33.147750,148.173061,Comprehensive,Kinder to Year 6,Coed
1312,2550,Milbrodale Public School,2615,Putty Road,Milbrodale,,2330,New South Wales,Australia,Primary School,-32.696789,151.005819,Comprehensive,Kinder to Year 6,Coed
1313,8394,Miller High School,60,Cabramatta Avenue,Miller,,2168,New South Wales,Australia,Secondary School,-33.923589,150.881139,Technology,Year 7 to Year 12,Coed
1314,4338,Miller Public School,3,Shropshire Street,Miller,,2168,New South Wales,Australia,Primary School,-33.921454,150.876881,Comprehensive,Kinder to Year 6,Coed
1315,2554,Millers Forest Public School,54,Martins Wharf Road,Millers Forest,,2324,New South Wales,Australia,Primary School,-32.752067,151.703724,Comprehensive,Kinder to Year 6,Coed
1316,2555,Millfield Public School,105,Wollombi Road,Millfield,,2325,New South Wales,Australia,Primary School,-32.889837,151.250774,Comprehensive,Kinder to Year 6,Coed
1317,2558,Millthorpe Public School,5,Boomerang Road,Millthorpe,,2798,New South Wales,Australia,Primary School,-33.445146,149.185939,Comprehensive,Kinder to Year 6,Coed
1318,2560,Milperra Public School,11,Chauvel Avenue,Milperra,,2214,New South Wales,Australia,Primary School,-33.942077,150.979779,Comprehensive,Kinder to Year 6,Coed
1319,2565,Milton Public School,13,Thomas Street,Milton,,2538,New South Wales,Australia,Primary School,-35.314149,150.435816,Comprehensive,Kinder to Year 6,Coed
1320,4432,Mimosa Public School,127,Blackbutts Road,Frenchs Forest,,2086,New South Wales,Australia,Primary School,-33.743343,151.205909,Comprehensive,Kinder to Year 6,Coed
1321,4577,Minchinbury Public School,202,McFarlane Drive,Minchinbury,,2770,New South Wales,Australia,Primary School,-33.788620,150.832427,Comprehensive,Kinder to Year 6,Coed
1322,5616,Minerva School,60,Eton Street,Sutherland,,2232,New South Wales,Australia,Schools for Specific Purposes,-34.034965,151.058739,Comprehensive,Medium / High Support needs,Coed
1323,4115,Mingoola Public School,16,Mingoola Station Road,Mingoola,,4380,New South Wales,Australia,Primary School,-29.005108,151.542636,Comprehensive,Kinder to Year 6,Coed
1324,2571,Minmi Public School,56,Woodford Street,Minmi,,2287,New South Wales,Australia,Primary School,-32.876125,151.617471,Comprehensive,Kinder to Year 6,Coed
1325,4498,Minnamurra Public School,85,Charles Avenue,Minnamurra,,2533,New South Wales,Australia,Primary School,-34.624870,150.852773,Comprehensive,Kinder to Year 6,Coed
1326,2572,Minto Public School,NULL,NULL,Minto,,2566,New South Wales,Australia,Primary School,-34.029979,150.847266,Comprehensive,Kinder to Year 6,Coed
1327,4122,Miranda North Public School,1,Kotara Place,Miranda,,2228,New South Wales,Australia,Primary School,-34.031992,151.112730,Comprehensive,Kinder to Year 6,Coed
1328,2574,Miranda Public School,2,Sylva Avenue,Miranda,,2228,New South Wales,Australia,Primary School,-34.034645,151.097405,Comprehensive,Kinder to Year 6,Coed
1329,8403,Mitchell High School,24,Yale Place,Blacktown,,2148,New South Wales,Australia,Secondary School,-33.784795,150.915971,Comprehensive,Year 7 to Year 12,Coed
1330,2580,Mitchells Island Public School,1222,Manning Point Road,Mitchells Island,,2430,New South Wales,Australia,Primary School,-31.896762,152.614054,Comprehensive,Kinder to Year 6,Coed
1331,2581,Mittagong Public School,21,Pioneer Street,Mittagong,,2575,New South Wales,Australia,Primary School,-34.448044,150.444380,Comprehensive,Kinder to Year 6,Coed
1332,2584,Moama Public School,21,Simms Street,Moama,,2731,New South Wales,Australia,Primary School,-36.115314,144.762821,Comprehensive,Kinder to Year 6,Coed
1333,2585,Modanville Public School,886,Dunoon Road,Modanville,,2480,New South Wales,Australia,Primary School,-28.730204,153.297192,Comprehensive,Kinder to Year 6,Coed
1334,8499,Model Farms High School,NULL,NULL,Baulkham Hills,,2153,New South Wales,Australia,Secondary School,-33.769430,150.971394,Comprehensive,Year 7 to Year 12,Coed
1335,2586,Mogo Public School,64,A1,Mogo,,2536,New South Wales,Australia,Primary School,-35.786091,150.140569,Comprehensive,Kinder to Year 6,Coed
1336,2590,Molong Central School,68-70,Phillip Street,Molong,,2866,New South Wales,Australia,Central/Community School,-33.098011,148.863890,Comprehensive,Kinder to Year 12,Coed
1337,2593,Mona Vale Public School,NULL,NULL,Mona Vale,,2103,New South Wales,Australia,Primary School,-33.676998,151.300404,Comprehensive,Kinder to Year 6,Coed
1338,8196,Monaro High School,9,Yulin Avenue,Cooma,,2630,New South Wales,Australia,Secondary School,-36.216655,149.134021,Comprehensive,Year 7 to Year 12,Coed
1339,2599,Monteagle Public School,890,Monteagle Stock Route East,Monteagle,,2594,New South Wales,Australia,Primary School,-34.192994,148.347250,Comprehensive,Kinder to Year 6,Coed
1340,2608,Moonbi Public School,NULL,NULL,Moonbi,,2353,New South Wales,Australia,Primary School,-31.019752,151.073573,Comprehensive,Kinder to Year 6,Coed
1341,8501,Moorebank High School,NULL,NULL,Chipping Norton,,2170,New South Wales,Australia,Secondary School,-33.925772,150.958685,Comprehensive,Year 7 to Year 12,Coed
1342,8241,Moorefield Girls High School,2a,Marshall Street,Kogarah,,2217,New South Wales,Australia,Secondary School,-33.968311,151.137739,Comprehensive,Year 7 to Year 12,Girls
1343,2616,Moorland Public School,15,Church Street,Moorland,,2443,New South Wales,Australia,Primary School,-31.769631,152.651174,Comprehensive,Kinder to Year 6,Coed
1344,4118,Moree East Public School,62,Adelaide Street,Moree,,2400,New South Wales,Australia,Primary School,-29.476982,149.840238,Comprehensive,Kinder to Year 6,Coed
1345,2618,Moree Public School,42,Albert Street,Moree,,2400,New South Wales,Australia,Primary School,-29.466194,149.837564,Comprehensive,Kinder to Year 6,Coed
1346,8325,Moree Secondary College Albert St Campus,207,Balo Street,Moree,,2400,New South Wales,Australia,Secondary School,-29.466450,149.842344,Senior College,Year 10 to Year 12,Coed
1347,8471,Moree Secondary College Carol Ave Campus,27,Carol Avenue,Moree,,2400,New South Wales,Australia,Secondary School,-29.482075,149.840761,Junior College,Year 7 to Year 9,Coed
1348,4232,Morgan Street Public School,482,Morgan Street,Broken Hill,,2880,New South Wales,Australia,Primary School,-31.941471,141.460807,Comprehensive,Kinder to Year 6,Coed
1349,8413,Morisset High School,133,Bridge Street,Morisset,,2264,New South Wales,Australia,Secondary School,-33.104657,151.486629,Comprehensive,Year 7 to Year 12,Coed
1350,2621,Morisset Public School,6,Terrigal Street,Morisset,,2264,New South Wales,Australia,Primary School,-33.103543,151.489583,Comprehensive,Kinder to Year 6,Coed
1351,2623,Morpeth Public School,46,High Street,Morpeth,,2321,New South Wales,Australia,Primary School,-32.725663,151.632128,Comprehensive,Kinder to Year 6,Coed
1352,2624,Mortdale Public School,7,George Street,Mortdale,,2223,New South Wales,Australia,Primary School,-33.972901,151.080995,Comprehensive,Kinder to Year 6,Coed
1353,2625,Mortlake Public School,15,Archer Street,Concord,,2137,New South Wales,Australia,Primary School,-33.849829,151.103861,Comprehensive,Kinder to Year 6,Coed
1354,8368,Moruya High School,97,Albert Street,Moruya,,2537,New South Wales,Australia,Secondary School,-35.920195,150.080150,Comprehensive,Year 7 to Year 12,Coed
1355,2628,Moruya Public School,16-28,Evans Street,Moruya,,2537,New South Wales,Australia,Primary School,-35.912616,150.076453,Comprehensive,Kinder to Year 6,Coed
1356,8326,Mosman High School,769,Military Road,Mosman,,2088,New South Wales,Australia,Secondary School,-33.829677,151.243425,Comprehensive,Year 7 to Year 12,Coed
1357,7430,Mosman Public School,27,Belmont Road,Mosman,,2088,New South Wales,Australia,Primary School,-33.828052,151.241198,Comprehensive,Kinder to Year 6,Coed
1358,8388,Moss Vale High School,28,Woodville Road,Moss Vale,,2577,New South Wales,Australia,Secondary School,-34.551483,150.385294,Comprehensive,Year 7 to Year 12,Coed
1359,2631,Moss Vale Public School,515,Argyle Street,Moss Vale,,2577,New South Wales,Australia,Primary School,-34.550639,150.366434,Comprehensive,Kinder to Year 6,Coed
1360,2632,Moulamein Public School,14,Brougham Street,Moulamein,,2733,New South Wales,Australia,Primary School,-35.089270,144.032816,Comprehensive,Kinder to Year 6,Coed
1361,8286,Mount Annan High School,248,Welling Drive,Mount Annan,,2567,New South Wales,Australia,Secondary School,-34.057371,150.760739,Comprehensive,Year 7 to Year 12,Coed
1362,4597,Mount Annan Public School,8,Hop-Bush Place,Mount Annan,,2567,New South Wales,Australia,Primary School,-34.061714,150.760497,Comprehensive,Kinder to Year 6,Coed
1363,8407,Mount Austin High School,NULL,NULL,Mount Austin,,2650,New South Wales,Australia,Secondary School,-35.141908,147.353865,Comprehensive,Year 7 to Year 12,Coed
1364,4215,Mount Austin Public School,132-150,Bourke Street,Mount Austin,,2650,New South Wales,Australia,Primary School,-35.135621,147.351230,Comprehensive,Kinder to Year 6,Coed
1365,4423,Mount Brown Public School,48,Mount Brown Road,Dapto,,2530,New South Wales,Australia,Primary School,-34.515885,150.784817,Comprehensive,Kinder to Year 6,Coed
1366,3885,Mount Colah Public School,21,Telopea Street,Mount Colah,,2079,New South Wales,Australia,Primary School,-33.672947,151.115695,Comprehensive,Kinder to Year 6,Coed
1367,4290,Mount Druitt Public School,51,Belmore Avenue,Mount Druitt,,2770,New South Wales,Australia,Primary School,-33.763984,150.812509,Comprehensive,Kinder to Year 6,Coed
1368,2637,Mount George Public School,1524,Nowendoc Road,Mount George,,2424,New South Wales,Australia,Primary School,-31.880982,152.179633,Comprehensive,Kinder to Year 6,Coed
1369,2640,Mount Hunter Public School,165,Burragorang Road,Mount Hunter,,2570,New South Wales,Australia,Primary School,-34.071770,150.636430,Comprehensive,Kinder to Year 6,Coed
1370,3939,Mount Hutton Public School,11,Dunkley Parade,Mount Hutton,,2290,New South Wales,Australia,Primary School,-32.977049,151.668620,Comprehensive,Kinder to Year 6,Coed
1371,2641,Mount Kanwary Public School,753,Hinton Road,Osterley,,2324,New South Wales,Australia,Primary School,-32.724187,151.699146,Comprehensive,Kinder to Year 6,Coed
1372,2642,Mount Keira Public School,255,Mount Keira Road,Mount Keira,,2500,New South Wales,Australia,Primary School,-34.411383,150.856224,Comprehensive,Kinder to Year 6,Coed
1373,2643,Mount Kembla Public School,NULL,NULL,Mount Kembla,,2526,New South Wales,Australia,Primary School,-34.432399,150.817114,Comprehensive,Kinder to Year 6,Coed
1374,4049,Mount Kuring-gai Public School,5,Church Street,Mount Kuring-Gai,,2080,New South Wales,Australia,Primary School,-33.657474,151.135604,Comprehensive,Kinder to Year 6,Coed
1375,5241,Mount Lewis Infants School,30,Noble Avenue,Mount Lewis,,2190,New South Wales,Australia,Infants School,-33.916084,151.049760,Comprehensive,Kinder to Year 2,Coed
1376,4095,Mount Ousley Public School,31,McGrath Street,Fairy Meadow,,2519,New South Wales,Australia,Primary School,-34.398869,150.888250,Comprehensive,Kinder to Year 6,Coed
1377,2647,Mount Pleasant Public School,192,Goorangoola Road,Bridgman,,2330,New South Wales,Australia,Primary School,-32.408483,151.188781,Comprehensive,Kinder to Year 6,Coed
1378,4210,Mount Pritchard East Public School,NULL,NULL,Mount Pritchard,,2170,New South Wales,Australia,Primary School,-33.905097,150.912044,Comprehensive,Kinder to Year 6,Coed
1379,2648,Mount Pritchard Public School,NULL,NULL,Mount Pritchard,,2170,New South Wales,Australia,Primary School,-33.899845,150.900007,Comprehensive,Kinder to Year 6,Coed
1380,4435,Mount Riverview Public School,188-204,Rusden Road,Mount Riverview,,2774,New South Wales,Australia,Primary School,-33.729510,150.632585,Comprehensive,Kinder to Year 6,Coed
1381,3881,Mount St Thomas Public School,NULL,NULL,Mangerton,,2500,New South Wales,Australia,Primary School,-34.436911,150.870048,Comprehensive,Kinder to Year 6,Coed
1382,4610,Mount Terry Public School,NULL,Terry Street,Albion Park,,2527,New South Wales,Australia,Primary School,-34.591636,150.779935,Comprehensive,Kinder to Year 6,Coed
1383,2652,Mount Victoria Public School,107,Great Western Highway,Mount Victoria,,2786,New South Wales,Australia,Primary School,-33.591334,150.253883,Comprehensive,Kinder to Year 6,Coed
1384,8574,Mount View High School,106,Mount View Road,Cessnock,,2325,New South Wales,Australia,Secondary School,-32.827955,151.333246,Comprehensive,Year 7 to Year 12,Coed
1385,4395,Mount Warrigal Public School,14,Hogarth Avenue,Mount Warrigal,,2528,New South Wales,Australia,Primary School,-34.553788,150.844610,Comprehensive,Kinder to Year 6,Coed
1386,4015,Mowbray Public School,635,Mowbray Road West,Lane Cove North,,2066,New South Wales,Australia,Primary School,-33.803943,151.155895,Comprehensive,Kinder to Year 6,Coed
1387,8128,Mudgee High School,41,Douro Street,Mudgee,,2850,New South Wales,Australia,Secondary School,-32.597793,149.583627,Comprehensive,Year 7 to Year 12,Coed
1388,2656,Mudgee Public School,44,Perry Street,Mudgee,,2850,New South Wales,Australia,Primary School,-32.595940,149.583964,Comprehensive,Kinder to Year 6,Coed
1389,8498,Muirfield High School,NULL,NULL,North Rocks,,2151,New South Wales,Australia,Secondary School,-33.764695,151.022294,Comprehensive,Year 7 to Year 12,Coed
1390,2658,Mulbring Public School,22,Water Street,Mulbring,,2323,New South Wales,Australia,Primary School,-32.901304,151.478563,Comprehensive,Kinder to Year 6,Coed
1391,2659,Mulgoa Public School,NULL,NULL,Mulgoa,,2745,New South Wales,Australia,Primary School,-33.836505,150.650344,Comprehensive,Kinder to Year 6,Coed
1392,2660,Mullaley Public School,NULL,Oxley Highway,Mullaley,,2379,New South Wales,Australia,Primary School,-31.098657,149.906668,Comprehensive,Kinder to Year 6,Coed
1393,4606,Mullaway Public School,NULL,NULL,Mullaway,,2456,New South Wales,Australia,Primary School,-30.077958,153.190183,Comprehensive,Kinder to Year 6,Coed
1394,2662,Mullengandra Public School,48,Shea Road,Mullengandra,,2644,New South Wales,Australia,Primary School,-35.900061,147.164683,Comprehensive,Kinder to Year 6,Coed
1395,2664,Mullion Creek Public School,NULL,NULL,Mullion Creek,,2800,New South Wales,Australia,Primary School,-33.139031,149.120501,Comprehensive,Kinder to Year 6,Coed
1396,8193,Mullumbimby High School,9,Jubilee Avenue,Mullumbimby,,2482,New South Wales,Australia,Secondary School,-28.558569,153.494604,Comprehensive,Year 7 to Year 12,Coed
1397,2665,Mullumbimby Public School,23,Morrison Avenue,Mullumbimby,,2482,New South Wales,Australia,Primary School,-28.552011,153.505937,Comprehensive,Kinder to Year 6,Coed
1398,2667,Mulwala Public School,64,Hume Street,Mulwala,,2647,New South Wales,Australia,Primary School,-35.987094,146.006624,Comprehensive,Kinder to Year 6,Coed
1399,8468,Mulwaree High School,40,McDermott Drive,Goulburn,,2580,New South Wales,Australia,Secondary School,-34.728245,149.730169,Comprehensive,Year 7 to Year 12,Coed
1400,5242,Mulyan Public School,94,Lachlan Street,Cowra,,2794,New South Wales,Australia,Primary School,-33.822374,148.687266,Comprehensive,Kinder to Year 6,Coed
1401,2669,Mumbil Public School,38,Burrendong Way,Mumbil,,2820,New South Wales,Australia,Primary School,-32.722371,149.052673,Comprehensive,Kinder to Year 6,Coed
1402,2671,Mummulgum Public School,5817,Bruxner Highway,Mummulgum,,2469,New South Wales,Australia,Primary School,-28.848015,152.801645,Comprehensive,Kinder to Year 6,Coed
1403,2675,Mungindi Central School,10,Campbell Street,Mungindi,,2406,New South Wales,Australia,Central/Community School,-28.980200,148.990850,Comprehensive,Kinder to Year 12,Coed
1404,4401,Murray Farm Public School,18,Tracey Avenue,Carlingford,,2118,New South Wales,Australia,Primary School,-33.766119,151.040173,Comprehensive,Kinder to Year 6,Coed
