SchoolId,SchoolCode,SchoolName,StreetNumber,StreetName,Suburb,District,PostCode,State,Country,LevelOfSchooling,Latitude,Longitude,SchoolSpecialtyType,SchoolSubType,SchoolGender
172,1209,Berrima Public School,1,Quarry Street,Berrima,,2577,New South Wales,Australia,Primary School,-34.485882,150.340775,Comprehensive,Kinder to Year 6,Coed
173,1211,Berry Public School,16,Clarence Street,Berry,,2535,New South Wales,Australia,Primary School,-34.778317,150.689706,Comprehensive,Kinder to Year 6,Coed
174,4192,Bert Oldfield Public School,74,Wall Park Avenue,Seven Hills,,2147,New South Wales,Australia,Primary School,-33.777505,150.924537,Comprehensive,Kinder to Year 6,Coed
175,5508,Beverley Park School,10,Tyler Street,Campbelltown,,2560,New South Wales,Australia,Schools for Specific Purposes,-34.062208,150.824219,Comprehensive,Medium / High Support needs,Coed
176,8255,Beverly Hills Girls High School,454,A3,Beverly Hills,,2209,New South Wales,Australia,Secondary School,-33.948461,151.078627,Comprehensive,Year 7 to Year 12,Girls
177,3944,Beverly Hills North Public School,13,Beggs Street,Roselands,,2196,New South Wales,Australia,Primary School,-33.940606,151.074837,Comprehensive,Kinder to Year 6,Coed
178,1215,Beverly Hills Public School,9,Edmund Street,Beverly Hills,,2209,New South Wales,Australia,Primary School,-33.953449,151.085209,Comprehensive,Kinder to Year 6,Coed
179,1217,Bexhill Public School,12,Withers Street,Bexhill,,2480,New South Wales,Australia,Primary School,-28.766026,153.345835,Comprehensive,Kinder to Year 6,Coed
180,2308,Bexley North Public School,116,Kingsland Road North,Bexley North,,2207,New South Wales,Australia,Primary School,-33.940838,151.120374,Comprehensive,Kinder to Year 6,Coed
181,7406,Bexley Public School,200,Frederick Street,Rockdale,,2216,New South Wales,Australia,Primary School,-33.947687,151.128861,Comprehensive,Kinder to Year 6,Coed
182,4206,Biddabah Public School,45,Medcalf Street,Warners Bay,,2282,New South Wales,Australia,Primary School,-32.966054,151.641812,Comprehensive,Kinder to Year 6,Coed
183,4480,Bidwill Public School,32,Bunya Road,Bidwill,,2770,New South Wales,Australia,Primary School,-33.733547,150.825934,Comprehensive,Kinder to Year 6,Coed
184,1223,Bigga Public School,NULL,Binda Street,Bigga,,2583,New South Wales,Australia,Primary School,-34.084700,149.144602,Comprehensive,Kinder to Year 6,Coed
185,1224,Bilambil Public School,418,Bilambil Road,Bilambil,,2486,New South Wales,Australia,Primary School,-28.223742,153.468431,Comprehensive,Kinder to Year 6,Coed
186,4359,Bilgola Plateau Public School,148A,Plateau Road,Bilgola Plateau,,2107,New South Wales,Australia,Primary School,-33.644021,151.313406,Comprehensive,Kinder to Year 6,Coed
187,8503,Billabong High School,64,Munro Street,Culcairn,,2660,New South Wales,Australia,Secondary School,-35.660874,147.043931,Comprehensive,Year 7 to Year 12,Coed
188,1228,Bilpin Public School,2517,Bells Line of Road,Bilpin,,2758,New South Wales,Australia,Primary School,-33.497331,150.516765,Comprehensive,Kinder to Year 6,Coed
189,1230,Binalong Public School,NULL,NULL,Binalong,,2584,New South Wales,Australia,Primary School,-34.670108,148.625718,Comprehensive,Kinder to Year 6,Coed
190,1231,Binda Public School,21,Queen Street,Binda,,2583,New South Wales,Australia,Primary School,-34.331463,149.368114,Comprehensive,Kinder to Year 6,Coed
191,1234,Bingara Central School,55,Finch Street,Bingara,,2404,New South Wales,Australia,Central/Community School,-29.866705,150.567250,Comprehensive,Kinder to Year 12,Coed
192,1237,Binnaway Central School,2,Myall Street,Binnaway,,2395,New South Wales,Australia,Central/Community School,-31.552793,149.374951,Comprehensive,Kinder to Year 12,Coed
193,1238,Binya Public School,16,Stephensons Road,Binya,,2665,New South Wales,Australia,Primary School,-34.228678,146.353034,Comprehensive,Kinder to Year 6,Coed
194,3988,Biraban Public School,2,Beckley Street,Toronto,,2283,New South Wales,Australia,Primary School,-33.008389,151.576296,Comprehensive,Kinder to Year 6,Coed
195,1240,Birchgrove Public School,29,Gow Street,Balmain,,2041,New South Wales,Australia,Primary School,-33.853009,151.177045,Comprehensive,Kinder to Year 6,Coed
196,8213,Birrong Boys High School,13,Rodd Street,Birrong,,2143,New South Wales,Australia,Secondary School,-33.894047,151.025024,Comprehensive,Year 7 to Year 12,Boys
197,8854,Birrong Girls High School,14,Cooper Road,Birrong,,2143,New South Wales,Australia,Secondary School,-33.889480,151.025708,Comprehensive,Year 7 to Year 12,Girls
198,4057,Birrong Public School,7,Gazzard Street,Birrong,,2143,New South Wales,Australia,Primary School,-33.895596,151.020070,Comprehensive,Kinder to Year 6,Coed
199,1247,Black Hill Public School,408,Black Hill Road,Black Hill,,2322,New South Wales,Australia,Primary School,-32.838523,151.617131,Comprehensive,Kinder to Year 6,Coed
200,1249,Black Mountain Public School,815,Black Mountain Road,Black Mountain,,2365,New South Wales,Australia,Primary School,-30.308489,151.657688,Comprehensive,Kinder to Year 6,Coed
201,4190,Black Springs Public School,17,Avoca Street,Black Springs,,2787,New South Wales,Australia,Primary School,-33.845694,149.741982,Comprehensive,Kinder to Year 6,Coed
202,3966,Blackalls Park Public School,43,Charles Street,Blackalls Park,,2283,New South Wales,Australia,Primary School,-32.998435,151.577743,Comprehensive,Kinder to Year 6,Coed
203,4453,Blackett Public School,47-59,Boldrewood Road,Blackett,,2770,New South Wales,Australia,Primary School,-33.739605,150.815858,Comprehensive,Kinder to Year 6,Coed
204,1246,Blackheath Public School,76,Wentworth Street,Blackheath,,2785,New South Wales,Australia,Primary School,-33.639284,150.285831,Comprehensive,Kinder to Year 6,Coed
205,4197,Blacksmiths Public School,6,Barooga Street,Blacksmiths,,2281,New South Wales,Australia,Primary School,-33.071303,151.654011,Comprehensive,Kinder to Year 6,Coed
206,8244,Blacktown Boys High School,11A,Fifth Avenue,Blacktown,,2148,New South Wales,Australia,Secondary School,-33.762057,150.912543,Comprehensive,Year 7 to Year 12,Boys
207,8224,Blacktown Girls High School,23,Fifth Avenue,Blacktown,,2148,New South Wales,Australia,Secondary School,-33.761976,150.910792,Comprehensive,Year 7 to Year 12,Girls
208,4061,Blacktown North Public School,86,Sunnyholt Road,Blacktown,,2148,New South Wales,Australia,Primary School,-33.758790,150.913134,Comprehensive,Kinder to Year 6,Coed
209,4193,Blacktown South Public School,8,Benaud Street,Blacktown,,2148,New South Wales,Australia,Primary School,-33.780193,150.905175,Comprehensive,Kinder to Year 6,Coed
210,4116,Blacktown West Public School,37,Blue Hills Crescent,Blacktown,,2148,New South Wales,Australia,Primary School,-33.770441,150.893057,Comprehensive,Kinder to Year 6,Coed
211,1252,Blackville Public School,15,O'Neile Street,Blackville,,2343,New South Wales,Australia,Primary School,-31.640440,150.237489,Comprehensive,Kinder to Year 6,Coed
212,4559,Blackwell Public School,58,Blackwell Avenue,Saint Clair,,2759,New South Wales,Australia,Primary School,-33.806328,150.783052,Comprehensive,Kinder to Year 6,Coed
213,4535,Blairmount Public School,75,Badgally Road,Blairmount,,2559,New South Wales,Australia,Primary School,-34.048007,150.802444,Comprehensive,Kinder to Year 6,Coed
214,1254,Blakebrook Public School,417,Rosehill Road,Blakebrook,,2480,New South Wales,Australia,Primary School,-28.763426,153.229992,Comprehensive,Kinder to Year 6,Coed
215,8236,Blakehurst High School,225,West Street,Blakehurst,,2221,New South Wales,Australia,Secondary School,-33.980406,151.113240,Language,Year 7 to Year 12,Coed
216,1255,Blakehurst Public School,2,Dewrang Street,Carss Park,,2221,New South Wales,Australia,Primary School,-33.982980,151.115779,Comprehensive,Kinder to Year 6,Coed
217,1256,Blandford Public School,8,Clarke Street,Blandford,,2338,New South Wales,Australia,Primary School,-31.778585,150.892725,Comprehensive,Kinder to Year 6,Coed
218,1257,Blaxcell Street Public School,5,Sheahan Avenue,Guildford,,2161,New South Wales,Australia,Primary School,-33.858068,151.006125,Comprehensive,Kinder to Year 6,Coed
219,4313,Blaxland East Public School,NULL,NULL,Blaxland,,2774,New South Wales,Australia,Primary School,-33.746937,150.623632,Comprehensive,Kinder to Year 6,Coed
220,8522,Blaxland High School,NULL,NULL,Blaxland,,2774,New South Wales,Australia,Secondary School,-33.754247,150.608590,Comprehensive,Year 7 to Year 12,Coed
221,1258,Blaxland Public School,NULL,NULL,Blaxland,,2774,New South Wales,Australia,Primary School,-33.737103,150.603489,Comprehensive,Kinder to Year 6,Coed
222,8357,Blayney High School,10,Water Street,Blayney,,2799,New South Wales,Australia,Secondary School,-33.531048,149.251081,Comprehensive,Year 7 to Year 12,Coed
223,1260,Blayney Public School,7,Lindsay Street,Blayney,,2799,New South Wales,Australia,Primary School,-33.528987,149.251583,Comprehensive,Kinder to Year 6,Coed
224,5265,Bletchington Public School,146,Phillip Street,Orange,,2800,New South Wales,Australia,Primary School,-33.268526,149.103570,Comprehensive,Kinder to Year 6,Coed
225,4585,Bligh Park Public School,NULL,NULL,Bligh Park,,2756,New South Wales,Australia,Primary School,-33.639133,150.794565,Comprehensive,Kinder to Year 6,Coed
226,1261,Blighty Public School,178,Blighty School Road,Blighty,,2713,New South Wales,Australia,Primary School,-35.580094,145.349272,Comprehensive,Kinder to Year 6,Coed
227,4623,Blue Haven Public School,12,Pinehurst Way,Blue Haven,,2262,New South Wales,Australia,Primary School,-33.212499,151.502826,Comprehensive,Kinder to Year 6,Coed
228,1266,Boambee Public School,NULL,NULL,Boambee,,2450,New South Wales,Australia,Primary School,-30.334055,153.077009,Comprehensive,Kinder to Year 6,Coed
229,1269,Bobin Public School,2512,Bulga Road,Bobin,,2429,New South Wales,Australia,Primary School,-31.712682,152.283880,Comprehensive,Kinder to Year 6,Coed
230,1271,Bobs Farm Public School,764,Marsh Road,Bobs Farm,,2316,New South Wales,Australia,Primary School,-32.766796,152.010937,Comprehensive,Kinder to Year 6,Coed
231,1272,Bodalla Public School,7,Potato Point Road,Bodalla,,2545,New South Wales,Australia,Primary School,-36.099380,150.053879,Comprehensive,Kinder to Year 6,Coed
232,1274,Bogan Gate Public School,5,Bogan Street,Bogan Gate,,2876,New South Wales,Australia,Primary School,-33.104968,147.797859,Comprehensive,Kinder to Year 6,Coed
233,4632,Bogangar Public School,NULL,NULL,Bogangar,,2488,New South Wales,Australia,Primary School,-28.338166,153.572189,Comprehensive,Kinder to Year 6,Coed
234,1275,Boggabilla Central School,2,Simpson Street,Boggabilla,,2409,New South Wales,Australia,Central/Community School,-28.616586,150.361593,Comprehensive,Kinder to Year 12,Coed
235,1276,Boggabri Public School,60,Wee Waa Street,Boggabri,,2382,New South Wales,Australia,Primary School,-30.705682,150.043053,Comprehensive,Kinder to Year 6,Coed
236,1286,Bolwarra Public School,22,Bolwarra Road,Bolwarra,,2320,New South Wales,Australia,Primary School,-32.706994,151.573008,Comprehensive,Kinder to Year 6,Coed
237,8448,Bomaderry High School,7,Shanklin Close,Bomaderry,,2541,New South Wales,Australia,Secondary School,-34.844038,150.602725,Comprehensive,Year 7 to Year 12,Coed
238,1287,Bomaderry Public School,35-43,Cambewarra Road,Bomaderry,,2541,New South Wales,Australia,Primary School,-34.847379,150.608269,Comprehensive,Kinder to Year 6,Coed
239,8486,Bombala High School,20,Bright Street,Bombala,,2632,New South Wales,Australia,Secondary School,-36.917647,149.231927,Comprehensive,Year 7 to Year 12,Coed
240,1288,Bombala Public School,1,Joseph Street,Bombala,,2632,New South Wales,Australia,Primary School,-36.918986,149.233792,Comprehensive,Kinder to Year 6,Coed
241,1290,Bonalbo Central School,22,Clarence Street,Bonalbo,,2469,New South Wales,Australia,Central/Community School,-28.735472,152.623959,Comprehensive,Kinder to Year 12,Coed
242,1292,Bondi Beach Public School,NULL,NULL,Bondi Beach,,2026,New South Wales,Australia,Primary School,-33.888300,151.276821,Comprehensive,Kinder to Year 6,Coed
243,7407,Bondi Public School,32,Moore Street,Bondi,,2026,New South Wales,Australia,Primary School,-33.892625,151.264753,Comprehensive,Kinder to Year 6,Coed
244,1293,Bongongo Public School,NULL,Fern Hill Road,Adjungbilly,,2727,New South Wales,Australia,Primary School,-35.084630,148.399517,Comprehensive,Kinder to Year 6,Coed
245,2532,Bonnells Bay Public School,NULL,NULL,Morisset,,2264,New South Wales,Australia,Primary School,-33.114489,151.516783,Comprehensive,Kinder to Year 6,Coed
246,4507,Bonnet Bay Public School,49,Tudar Road,Bonnet Bay,,2226,New South Wales,Australia,Primary School,-34.012607,151.056257,Comprehensive,Kinder to Year 6,Coed
247,4594,Bonnyrigg Heights Public School,NULL,Wilson Road,Bonnyrigg Heights,,2177,New South Wales,Australia,Primary School,-33.889350,150.867681,Comprehensive,Kinder to Year 6,Coed
248,8260,Bonnyrigg High School,682,Cabramatta Road West,Bonnyrigg,,2177,New South Wales,Australia,Secondary School,-33.894982,150.893167,Comprehensive,Year 7 to Year 12,Coed
249,4545,Bonnyrigg Public School,100,Bonnyrigg Avenue,Bonnyrigg,,2177,New South Wales,Australia,Primary School,-33.887728,150.888962,Comprehensive,Kinder to Year 6,Coed
250,1296,Bonshaw Public School,11,Texas Street,Bonshaw,,2361,New South Wales,Australia,Primary School,-29.046366,151.278092,Comprehensive,Kinder to Year 6,Coed
251,1297,Bonville Public School,2,East Bonville Road,Bonville,,2450,New South Wales,Australia,Primary School,-30.379782,153.032316,Comprehensive,Kinder to Year 6,Coed
252,1302,Boolaroo Public School,32,Second Street,Boolaroo,,2284,New South Wales,Australia,Primary School,-32.951196,151.622765,Comprehensive,Kinder to Year 6,Coed
253,1303,Booligal Public School,8,Lachlan Street,Booligal,,2711,New South Wales,Australia,Primary School,-33.867040,144.886395,Comprehensive,Kinder to Year 6,Coed
254,1307,Boomi Public School,25,Werrina Street,Boomi,,2405,New South Wales,Australia,Primary School,-28.724129,149.577268,Comprehensive,Kinder to Year 6,Coed
255,4017,Booragul Public School,14,Marmong Street,Booragul,,2284,New South Wales,Australia,Primary School,-32.973933,151.611510,Comprehensive,Kinder to Year 6,Coed
256,1311,Booral Public School,2300,The Bucketts Way,Booral,,2425,New South Wales,Australia,Primary School,-32.471428,151.960736,Comprehensive,Kinder to Year 6,Coed
257,1313,Boorowa Central School,46,Brial Street,Boorowa,,2586,New South Wales,Australia,Central/Community School,-34.436712,148.726108,Comprehensive,Kinder to Year 12,Coed
258,1318,Boree Creek Public School,NULL,Namoi Street,Boree Creek,,2652,New South Wales,Australia,Primary School,-35.105937,146.606338,Comprehensive,Kinder to Year 6,Coed
259,3504,Borenore Public School,1245,The Escort Way,Borenore,,2800,New South Wales,Australia,Primary School,-33.251005,148.984209,Comprehensive,Kinder to Year 6,Coed
260,1320,Boronia Park Public School,113,Pittwater Road,Hunters Hill,,2110,New South Wales,Australia,Primary School,-33.821414,151.135558,Comprehensive,Kinder to Year 6,Coed
261,8582,Bossley Park High School,36,Prairie Vale Road,Bossley Park,,2176,New South Wales,Australia,Secondary School,-33.870958,150.875379,Comprehensive,Year 7 to Year 12,Coed
262,1321,Bossley Park Public School,NULL,NULL,Bossley Park,,2176,New South Wales,Australia,Primary School,-33.858524,150.883076,Comprehensive,Kinder to Year 6,Coed
263,5741,Botany Bay Environmental Education Centre,21,Cape Solander Drive,Kurnell,,2231,New South Wales,Australia,Environmental Education Centre,-34.003706,151.221169,Comprehensive,Environmental Education Centre (formerly Field Stu,Coed
264,1323,Botany Public School,NULL,NULL,Botany,,2019,New South Wales,Australia,Primary School,-33.943160,151.194687,Comprehensive,Kinder to Year 6,Coed
265,8355,Bourke High School,34,Tarcoon Street,Bourke,,2840,New South Wales,Australia,Secondary School,-30.091467,145.948761,Comprehensive,Year 7 to Year 12,Coed
266,1326,Bourke Public School,15,Green Street,Bourke,,2840,New South Wales,Australia,Primary School,-30.093510,145.949680,Comprehensive,Kinder to Year 6,Coed
267,7408,Bourke Street Public School,15,Mort Street,Surry Hills,,2010,New South Wales,Australia,Primary School,-33.890534,151.215737,Comprehensive,Kinder to Year 6,Coed
268,4644,Bourke-Walgett School of Distance Education,15,Green Street,Bourke,,2840,New South Wales,Australia,Primary School,-30.093640,145.949464,Distance Education,Kinder to Year 6,Coed
269,5679,Bournda Environmental Education Centre,NULL,Unnamed Road,Wallagoot,,2550,New South Wales,Australia,Environmental Education Centre,-36.790800,149.927120,Comprehensive,Environmental Education Centre (formerly Field Stu,Coed
